idx,orig_idx,question,transformation_type,intensity,image_idx
val_Spatial_Reasoning_165_shift1_rephrased2,val_Spatial_Reasoning_165,The dog is positioned in front of the wine glass.,shift,7.0,val_Spatial_Reasoning_165_shift1
val_Spatial_Reasoning_165_shift1_rephrased3,val_Spatial_Reasoning_165,The wine glass is situated in the direction the dog is facing.,shift,7.0,val_Spatial_Reasoning_165_shift1
val_Spatial_Reasoning_165_shift1_rephrased4,val_Spatial_Reasoning_165,The dog is oriented towards the wine glass.,shift,7.0,val_Spatial_Reasoning_165_shift1
val_Spatial_Reasoning_165_shift2_rephrased1,val_Spatial_Reasoning_165,The wine glass is directly in front of the dog.,shift,4.0,val_Spatial_Reasoning_165_shift2
val_Spatial_Reasoning_165_shift2_rephrased2,val_Spatial_Reasoning_165,The dog is positioned in front of the wine glass.,shift,4.0,val_Spatial_Reasoning_165_shift2
val_Spatial_Reasoning_165_shift2_rephrased3,val_Spatial_Reasoning_165,The wine glass is situated directly in the dog's line of sight.,shift,4.0,val_Spatial_Reasoning_165_shift2
val_Spatial_Reasoning_165_shift2_rephrased4,val_Spatial_Reasoning_165,The dog is staring straight at the wine glass.,shift,4.0,val_Spatial_Reasoning_165_shift2
val_Spatial_Reasoning_165_bw1_rephrased1,val_Spatial_Reasoning_165,The wine glass is directly in front of the dog.,bw,,val_Spatial_Reasoning_165_bw1
val_Spatial_Reasoning_165_bw1_rephrased2,val_Spatial_Reasoning_165,The dog is positioned in front of the wine glass.,bw,,val_Spatial_Reasoning_165_bw1
val_Spatial_Reasoning_165_bw1_rephrased3,val_Spatial_Reasoning_165,The wine glass is situated before the dog.,bw,,val_Spatial_Reasoning_165_bw1
val_Spatial_Reasoning_165_bw1_rephrased4,val_Spatial_Reasoning_165,The dog is staring straight at the wine glass.,bw,,val_Spatial_Reasoning_165_bw1
val_Spatial_Reasoning_165_bw2_rephrased1,val_Spatial_Reasoning_165,The wine glass is directly in front of the dog.,bw,,val_Spatial_Reasoning_165_bw2
val_Spatial_Reasoning_165_bw2_rephrased2,val_Spatial_Reasoning_165,The dog is positioned in front of the wine glass.,bw,,val_Spatial_Reasoning_165_bw2
val_Spatial_Reasoning_165_bw2_rephrased3,val_Spatial_Reasoning_165,The wine glass is situated directly in the dog's line of sight.,bw,,val_Spatial_Reasoning_165_bw2
val_Spatial_Reasoning_165_bw2_rephrased4,val_Spatial_Reasoning_165,The dog is staring at the wine glass.,bw,,val_Spatial_Reasoning_165_bw2
val_Spatial_Reasoning_166_contrast1_rephrased1,val_Spatial_Reasoning_166,The laptop is positioned directly beneath the train.,contrast,8.0,val_Spatial_Reasoning_166_contrast1
val_Spatial_Reasoning_166_contrast1_rephrased2,val_Spatial_Reasoning_166,The train is situated directly above the laptop.,contrast,8.0,val_Spatial_Reasoning_166_contrast1
val_Spatial_Reasoning_166_contrast1_rephrased3,val_Spatial_Reasoning_166,The laptop lies at the bottom of the train.,contrast,8.0,val_Spatial_Reasoning_166_contrast1
val_Spatial_Reasoning_166_contrast1_rephrased4,val_Spatial_Reasoning_166,The train is positioned directly on top of the laptop.,contrast,8.0,val_Spatial_Reasoning_166_contrast1
val_Spatial_Reasoning_166_contrast2_rephrased1,val_Spatial_Reasoning_166,The laptop is located directly underneath the train.,contrast,3.0,val_Spatial_Reasoning_166_contrast2
val_Spatial_Reasoning_166_contrast2_rephrased2,val_Spatial_Reasoning_166,The train is positioned directly above the laptop.,contrast,3.0,val_Spatial_Reasoning_166_contrast2
val_Spatial_Reasoning_166_contrast2_rephrased3,val_Spatial_Reasoning_166,The laptop lies beneath the train's current position.,contrast,3.0,val_Spatial_Reasoning_166_contrast2
val_Spatial_Reasoning_166_contrast2_rephrased4,val_Spatial_Reasoning_166,The laptop is situated at the bottom of the train.,contrast,3.0,val_Spatial_Reasoning_166_contrast2
val_Spatial_Reasoning_166_blur1_rephrased1,val_Spatial_Reasoning_166,The laptop is situated directly beneath the train.,blur,8.0,val_Spatial_Reasoning_166_blur1
val_Spatial_Reasoning_166_blur1_rephrased2,val_Spatial_Reasoning_166,The laptop lies underneath the train.,blur,8.0,val_Spatial_Reasoning_166_blur1
val_Spatial_Reasoning_166_blur1_rephrased3,val_Spatial_Reasoning_166,The laptop is positioned directly beneath the train.,blur,8.0,val_Spatial_Reasoning_166_blur1
val_Spatial_Reasoning_166_blur1_rephrased4,val_Spatial_Reasoning_166,The laptop is located directly under the train.,blur,8.0,val_Spatial_Reasoning_166_blur1
val_Spatial_Reasoning_166_blur2_rephrased1,val_Spatial_Reasoning_166,The laptop is located beneath the train.,blur,3.0,val_Spatial_Reasoning_166_blur2
val_Spatial_Reasoning_166_blur2_rephrased2,val_Spatial_Reasoning_166,The laptop is situated under the train.,blur,3.0,val_Spatial_Reasoning_166_blur2
val_Spatial_Reasoning_166_blur2_rephrased3,val_Spatial_Reasoning_166,The laptop is positioned underneath the train.,blur,3.0,val_Spatial_Reasoning_166_blur2
val_Spatial_Reasoning_166_blur2_rephrased4,val_Spatial_Reasoning_166,The laptop is found directly under the train.,blur,3.0,val_Spatial_Reasoning_166_blur2
val_Spatial_Reasoning_166_noise1_rephrased1,val_Spatial_Reasoning_166,The laptop is located beneath the train.,noise,6.0,val_Spatial_Reasoning_166_noise1
val_Spatial_Reasoning_166_noise1_rephrased2,val_Spatial_Reasoning_166,The laptop is situated directly under the train.,noise,6.0,val_Spatial_Reasoning_166_noise1
val_Spatial_Reasoning_166_noise1_rephrased3,val_Spatial_Reasoning_166,The laptop lies underneath the train.,noise,6.0,val_Spatial_Reasoning_166_noise1
val_Spatial_Reasoning_166_noise1_rephrased4,val_Spatial_Reasoning_166,The laptop is positioned directly below the train.,noise,6.0,val_Spatial_Reasoning_166_noise1
val_Spatial_Reasoning_166_noise2_rephrased1,val_Spatial_Reasoning_166,The laptop is located directly beneath the train.,noise,5.0,val_Spatial_Reasoning_166_noise2
val_Spatial_Reasoning_166_noise2_rephrased2,val_Spatial_Reasoning_166,The train is positioned directly above the laptop.,noise,5.0,val_Spatial_Reasoning_166_noise2
val_Spatial_Reasoning_166_noise2_rephrased3,val_Spatial_Reasoning_166,The laptop is situated underneath the train.,noise,5.0,val_Spatial_Reasoning_166_noise2
val_Spatial_Reasoning_166_noise2_rephrased4,val_Spatial_Reasoning_166,The laptop is positioned below the train.,noise,5.0,val_Spatial_Reasoning_166_noise2
val_Spatial_Reasoning_166_masking1_rephrased1,val_Spatial_Reasoning_166,The laptop is positioned beneath the train.,masking,6.0,val_Spatial_Reasoning_166_masking1
val_Spatial_Reasoning_166_masking1_rephrased2,val_Spatial_Reasoning_166,The laptop is situated underneath the train.,masking,6.0,val_Spatial_Reasoning_166_masking1
val_Spatial_Reasoning_166_masking1_rephrased3,val_Spatial_Reasoning_166,The laptop is located under the train.,masking,6.0,val_Spatial_Reasoning_166_masking1
val_Spatial_Reasoning_166_masking1_rephrased4,val_Spatial_Reasoning_166,The laptop lies below the train.,masking,6.0,val_Spatial_Reasoning_166_masking1
val_Spatial_Reasoning_166_masking2_rephrased1,val_Spatial_Reasoning_166,The laptop is situated beneath the train.,masking,5.0,val_Spatial_Reasoning_166_masking2
val_Spatial_Reasoning_166_masking2_rephrased2,val_Spatial_Reasoning_166,The laptop is located underneath the train.,masking,5.0,val_Spatial_Reasoning_166_masking2
val_Spatial_Reasoning_166_masking2_rephrased3,val_Spatial_Reasoning_166,The train has the laptop positioned below it.,masking,5.0,val_Spatial_Reasoning_166_masking2
val_Spatial_Reasoning_166_masking2_rephrased4,val_Spatial_Reasoning_166,The laptop is positioned below the train.,masking,5.0,val_Spatial_Reasoning_166_masking2
val_Spatial_Reasoning_166_rotate1_rephrased1,val_Spatial_Reasoning_166,The laptop is positioned beneath the train.,rotate,8.0,val_Spatial_Reasoning_166_rotate1
val_Spatial_Reasoning_166_rotate1_rephrased2,val_Spatial_Reasoning_166,The laptop is situated directly under the train.,rotate,8.0,val_Spatial_Reasoning_166_rotate1
val_Spatial_Reasoning_166_rotate1_rephrased3,val_Spatial_Reasoning_166,The laptop lies below the train.,rotate,8.0,val_Spatial_Reasoning_166_rotate1
val_Spatial_Reasoning_166_rotate1_rephrased4,val_Spatial_Reasoning_166,The laptop is located underneath the train.,rotate,8.0,val_Spatial_Reasoning_166_rotate1
val_Spatial_Reasoning_166_rotate2_rephrased1,val_Spatial_Reasoning_166,The laptop is located beneath the train.,rotate,3.0,val_Spatial_Reasoning_166_rotate2
val_Spatial_Reasoning_166_rotate2_rephrased2,val_Spatial_Reasoning_166,The train is positioned above the laptop.,rotate,3.0,val_Spatial_Reasoning_166_rotate2
val_Spatial_Reasoning_166_rotate2_rephrased3,val_Spatial_Reasoning_166,The laptop is situated underneath the train.,rotate,3.0,val_Spatial_Reasoning_166_rotate2
val_Spatial_Reasoning_166_rotate2_rephrased4,val_Spatial_Reasoning_166,The train is above the laptop.,rotate,3.0,val_Spatial_Reasoning_166_rotate2
val_Spatial_Reasoning_166_shift1_rephrased1,val_Spatial_Reasoning_166,The laptop is situated below the train.,shift,8.0,val_Spatial_Reasoning_166_shift1
val_Spatial_Reasoning_166_shift1_rephrased2,val_Spatial_Reasoning_166,The train is positioned directly above the laptop.,shift,8.0,val_Spatial_Reasoning_166_shift1
val_Spatial_Reasoning_166_shift1_rephrased3,val_Spatial_Reasoning_166,The laptop is currently located beneath the train.,shift,8.0,val_Spatial_Reasoning_166_shift1
val_Spatial_Reasoning_166_shift1_rephrased4,val_Spatial_Reasoning_166,The train is hovering above the laptop.,shift,8.0,val_Spatial_Reasoning_166_shift1
val_Spatial_Reasoning_166_shift2_rephrased1,val_Spatial_Reasoning_166,The laptop is positioned beneath the train.,shift,3.0,val_Spatial_Reasoning_166_shift2
val_Spatial_Reasoning_166_shift2_rephrased2,val_Spatial_Reasoning_166,The laptop is located underneath the train.,shift,3.0,val_Spatial_Reasoning_166_shift2
val_Spatial_Reasoning_166_shift2_rephrased3,val_Spatial_Reasoning_166,The laptop lies under the train.,shift,3.0,val_Spatial_Reasoning_166_shift2
val_Spatial_Reasoning_166_shift2_rephrased4,val_Spatial_Reasoning_166,The laptop is situated below the train.,shift,3.0,val_Spatial_Reasoning_166_shift2
val_Spatial_Reasoning_166_bw1_rephrased1,val_Spatial_Reasoning_166,The laptop is situated beneath the train.,bw,,val_Spatial_Reasoning_166_bw1
val_Spatial_Reasoning_166_bw1_rephrased2,val_Spatial_Reasoning_166,The laptop lies underneath the train.,bw,,val_Spatial_Reasoning_166_bw1
val_Spatial_Reasoning_166_bw1_rephrased3,val_Spatial_Reasoning_166,The laptop is positioned below the train.,bw,,val_Spatial_Reasoning_166_bw1
val_Spatial_Reasoning_166_bw1_rephrased4,val_Spatial_Reasoning_166,The laptop is located underneath the train.,bw,,val_Spatial_Reasoning_166_bw1
val_Spatial_Reasoning_166_bw2_rephrased1,val_Spatial_Reasoning_166,The laptop is positioned beneath the train.,bw,,val_Spatial_Reasoning_166_bw2
val_Spatial_Reasoning_166_bw2_rephrased2,val_Spatial_Reasoning_166,The train is directly above the laptop.,bw,,val_Spatial_Reasoning_166_bw2
val_Spatial_Reasoning_166_bw2_rephrased3,val_Spatial_Reasoning_166,The laptop is located below the train.,bw,,val_Spatial_Reasoning_166_bw2
val_Spatial_Reasoning_166_bw2_rephrased4,val_Spatial_Reasoning_166,The laptop is situated under the train.,bw,,val_Spatial_Reasoning_166_bw2
val_Spatial_Reasoning_167_contrast1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,contrast,3.0,val_Spatial_Reasoning_167_contrast1
val_Spatial_Reasoning_167_contrast1_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,contrast,3.0,val_Spatial_Reasoning_167_contrast1
val_Spatial_Reasoning_167_contrast1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,contrast,3.0,val_Spatial_Reasoning_167_contrast1
val_Spatial_Reasoning_167_contrast1_rephrased4,val_Spatial_Reasoning_167,The bench is at a lower elevation than the dog.,contrast,3.0,val_Spatial_Reasoning_167_contrast1
val_Spatial_Reasoning_167_contrast2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,contrast,5.0,val_Spatial_Reasoning_167_contrast2
val_Spatial_Reasoning_167_contrast2_rephrased2,val_Spatial_Reasoning_167,The bench is situated below the dog.,contrast,5.0,val_Spatial_Reasoning_167_contrast2
val_Spatial_Reasoning_167_contrast2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,contrast,5.0,val_Spatial_Reasoning_167_contrast2
val_Spatial_Reasoning_167_contrast2_rephrased4,val_Spatial_Reasoning_167,The bench is located at a lower level than the dog.,contrast,5.0,val_Spatial_Reasoning_167_contrast2
val_Spatial_Reasoning_167_blur1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,blur,3.0,val_Spatial_Reasoning_167_blur1
val_Spatial_Reasoning_167_blur1_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,blur,3.0,val_Spatial_Reasoning_167_blur1
val_Spatial_Reasoning_167_blur1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,blur,3.0,val_Spatial_Reasoning_167_blur1
val_Spatial_Reasoning_167_blur1_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,blur,3.0,val_Spatial_Reasoning_167_blur1
val_Spatial_Reasoning_167_blur2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,blur,5.0,val_Spatial_Reasoning_167_blur2
val_Spatial_Reasoning_167_blur2_rephrased2,val_Spatial_Reasoning_167,The bench is situated below the dog.,blur,5.0,val_Spatial_Reasoning_167_blur2
val_Spatial_Reasoning_167_blur2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,blur,5.0,val_Spatial_Reasoning_167_blur2
val_Spatial_Reasoning_167_blur2_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,blur,5.0,val_Spatial_Reasoning_167_blur2
val_Spatial_Reasoning_167_noise1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,noise,5.0,val_Spatial_Reasoning_167_noise1
val_Spatial_Reasoning_167_noise1_rephrased2,val_Spatial_Reasoning_167,The bench is situated below the dog's position.,noise,5.0,val_Spatial_Reasoning_167_noise1
val_Spatial_Reasoning_167_noise1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,noise,5.0,val_Spatial_Reasoning_167_noise1
val_Spatial_Reasoning_167_noise1_rephrased4,val_Spatial_Reasoning_167,The bench is located at a lower level than the dog.,noise,5.0,val_Spatial_Reasoning_167_noise1
val_Spatial_Reasoning_167_noise2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,noise,9.0,val_Spatial_Reasoning_167_noise2
val_Spatial_Reasoning_167_noise2_rephrased2,val_Spatial_Reasoning_167,The bench is situated lower than the dog.,noise,9.0,val_Spatial_Reasoning_167_noise2
val_Spatial_Reasoning_167_noise2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned higher than the bench.,noise,9.0,val_Spatial_Reasoning_167_noise2
val_Spatial_Reasoning_167_noise2_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,noise,9.0,val_Spatial_Reasoning_167_noise2
val_Spatial_Reasoning_167_masking1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,masking,5.0,val_Spatial_Reasoning_167_masking1
val_Spatial_Reasoning_167_masking1_rephrased2,val_Spatial_Reasoning_167,The bench is situated below the dog's level.,masking,5.0,val_Spatial_Reasoning_167_masking1
val_Spatial_Reasoning_167_masking1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,masking,5.0,val_Spatial_Reasoning_167_masking1
val_Spatial_Reasoning_167_masking1_rephrased4,val_Spatial_Reasoning_167,The bench is located at a lower height than the dog.,masking,5.0,val_Spatial_Reasoning_167_masking1
val_Spatial_Reasoning_167_masking2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,masking,9.0,val_Spatial_Reasoning_167_masking2
val_Spatial_Reasoning_167_masking2_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,masking,9.0,val_Spatial_Reasoning_167_masking2
val_Spatial_Reasoning_167_masking2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,masking,9.0,val_Spatial_Reasoning_167_masking2
val_Spatial_Reasoning_167_masking2_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,masking,9.0,val_Spatial_Reasoning_167_masking2
val_Spatial_Reasoning_167_rotate1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,rotate,3.0,val_Spatial_Reasoning_167_rotate1
val_Spatial_Reasoning_167_rotate1_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,rotate,3.0,val_Spatial_Reasoning_167_rotate1
val_Spatial_Reasoning_167_rotate1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned higher than the bench.,rotate,3.0,val_Spatial_Reasoning_167_rotate1
val_Spatial_Reasoning_167_rotate1_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,rotate,3.0,val_Spatial_Reasoning_167_rotate1
val_Spatial_Reasoning_167_rotate2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,rotate,5.0,val_Spatial_Reasoning_167_rotate2
val_Spatial_Reasoning_167_rotate2_rephrased2,val_Spatial_Reasoning_167,The bench is situated lower than the dog.,rotate,5.0,val_Spatial_Reasoning_167_rotate2
val_Spatial_Reasoning_167_rotate2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned higher than the bench.,rotate,5.0,val_Spatial_Reasoning_167_rotate2
val_Spatial_Reasoning_167_rotate2_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,rotate,5.0,val_Spatial_Reasoning_167_rotate2
val_Spatial_Reasoning_167_shift1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,shift,3.0,val_Spatial_Reasoning_167_shift1
val_Spatial_Reasoning_167_shift1_rephrased2,val_Spatial_Reasoning_167,The bench is situated below the dog.,shift,3.0,val_Spatial_Reasoning_167_shift1
val_Spatial_Reasoning_167_shift1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,shift,3.0,val_Spatial_Reasoning_167_shift1
val_Spatial_Reasoning_167_shift1_rephrased4,val_Spatial_Reasoning_167,The bench is located below the dog.,shift,3.0,val_Spatial_Reasoning_167_shift1
val_Spatial_Reasoning_167_shift2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,shift,5.0,val_Spatial_Reasoning_167_shift2
val_Spatial_Reasoning_167_shift2_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,shift,5.0,val_Spatial_Reasoning_167_shift2
val_Spatial_Reasoning_167_shift2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,shift,5.0,val_Spatial_Reasoning_167_shift2
val_Spatial_Reasoning_167_shift2_rephrased4,val_Spatial_Reasoning_167,The bench is located at a lower elevation than the dog.,shift,5.0,val_Spatial_Reasoning_167_shift2
val_Spatial_Reasoning_167_bw1_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,bw,,val_Spatial_Reasoning_167_bw1
val_Spatial_Reasoning_167_bw1_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,bw,,val_Spatial_Reasoning_167_bw1
val_Spatial_Reasoning_167_bw1_rephrased3,val_Spatial_Reasoning_167,The dog is positioned higher than the bench.,bw,,val_Spatial_Reasoning_167_bw1
val_Spatial_Reasoning_167_bw1_rephrased4,val_Spatial_Reasoning_167,The bench is located beneath the dog.,bw,,val_Spatial_Reasoning_167_bw1
val_Spatial_Reasoning_167_bw2_rephrased1,val_Spatial_Reasoning_167,The dog is above the bench.,bw,,val_Spatial_Reasoning_167_bw2
val_Spatial_Reasoning_167_bw2_rephrased2,val_Spatial_Reasoning_167,The bench is situated at a lower level than the dog.,bw,,val_Spatial_Reasoning_167_bw2
val_Spatial_Reasoning_167_bw2_rephrased3,val_Spatial_Reasoning_167,The dog is positioned above the bench.,bw,,val_Spatial_Reasoning_167_bw2
val_Spatial_Reasoning_167_bw2_rephrased4,val_Spatial_Reasoning_167,The bench is located below the level of the dog.,bw,,val_Spatial_Reasoning_167_bw2
val_Spatial_Reasoning_168_contrast1_rephrased1,val_Spatial_Reasoning_168,The horse is above the chair.,contrast,4.0,val_Spatial_Reasoning_168_contrast1
val_Spatial_Reasoning_168_contrast1_rephrased2,val_Spatial_Reasoning_168,The chair is positioned below the horse.,contrast,4.0,val_Spatial_Reasoning_168_contrast1
val_Spatial_Reasoning_168_contrast1_rephrased3,val_Spatial_Reasoning_168,The horse stands above the chair.,contrast,4.0,val_Spatial_Reasoning_168_contrast1
val_Spatial_Reasoning_168_contrast1_rephrased4,val_Spatial_Reasoning_168,The chair is located underneath the horse.,contrast,4.0,val_Spatial_Reasoning_168_contrast1
val_Spatial_Reasoning_168_contrast2_rephrased1,val_Spatial_Reasoning_168,The horse is positioned above the chair.,contrast,5.0,val_Spatial_Reasoning_168_contrast2
val_Spatial_Reasoning_168_contrast2_rephrased2,val_Spatial_Reasoning_168,The chair lies below the horse.,contrast,5.0,val_Spatial_Reasoning_168_contrast2
val_Spatial_Reasoning_168_contrast2_rephrased3,val_Spatial_Reasoning_168,The horse is situated above the chair.,contrast,5.0,val_Spatial_Reasoning_168_contrast2
val_Spatial_Reasoning_168_contrast2_rephrased4,val_Spatial_Reasoning_168,The chair is located below the horse.,contrast,5.0,val_Spatial_Reasoning_168_contrast2
val_Spatial_Reasoning_168_blur1_rephrased1,val_Spatial_Reasoning_168,The horse is positioned above the chair.,blur,4.0,val_Spatial_Reasoning_168_blur1
val_Spatial_Reasoning_168_blur1_rephrased2,val_Spatial_Reasoning_168,The chair lies at the bottom beneath the horse.,blur,4.0,val_Spatial_Reasoning_168_blur1
val_Spatial_Reasoning_168_blur1_rephrased3,val_Spatial_Reasoning_168,The horse is situated above the chair.,blur,4.0,val_Spatial_Reasoning_168_blur1
val_Spatial_Reasoning_168_blur1_rephrased4,val_Spatial_Reasoning_168,The chair is located directly below the horse.,blur,4.0,val_Spatial_Reasoning_168_blur1
val_Spatial_Reasoning_168_blur2_rephrased1,val_Spatial_Reasoning_168,The horse is positioned above the chair.,blur,5.0,val_Spatial_Reasoning_168_blur2
val_Spatial_Reasoning_168_blur2_rephrased2,val_Spatial_Reasoning_168,The chair is located at a lower level than the horse.,blur,5.0,val_Spatial_Reasoning_168_blur2
val_Spatial_Reasoning_168_blur2_rephrased3,val_Spatial_Reasoning_168,The horse is situated above the chair.,blur,5.0,val_Spatial_Reasoning_168_blur2
val_Spatial_Reasoning_168_blur2_rephrased4,val_Spatial_Reasoning_168,The chair is at a lower height than the horse.,blur,5.0,val_Spatial_Reasoning_168_blur2
val_Spatial_Reasoning_168_noise1_rephrased1,val_Spatial_Reasoning_168,The horse is above the chair.,noise,10.0,val_Spatial_Reasoning_168_noise1
val_Spatial_Reasoning_168_noise1_rephrased2,val_Spatial_Reasoning_168,The chair is situated below the horse.,noise,10.0,val_Spatial_Reasoning_168_noise1
val_Spatial_Reasoning_168_noise1_rephrased3,val_Spatial_Reasoning_168,The horse is positioned above the chair.,noise,10.0,val_Spatial_Reasoning_168_noise1
val_Spatial_Reasoning_168_noise1_rephrased4,val_Spatial_Reasoning_168,The chair is located beneath the horse.,noise,10.0,val_Spatial_Reasoning_168_noise1
val_Spatial_Reasoning_168_noise2_rephrased1,val_Spatial_Reasoning_168,The horse is positioned above the chair.,noise,8.0,val_Spatial_Reasoning_168_noise2
val_Spatial_Reasoning_168_noise2_rephrased2,val_Spatial_Reasoning_168,The chair is situated below the horse.,noise,8.0,val_Spatial_Reasoning_168_noise2
val_Spatial_Reasoning_168_noise2_rephrased3,val_Spatial_Reasoning_168,The horse is located above the chair.,noise,8.0,val_Spatial_Reasoning_168_noise2
val_Spatial_Reasoning_168_noise2_rephrased4,val_Spatial_Reasoning_168,The chair is placed underneath the horse.,noise,8.0,val_Spatial_Reasoning_168_noise2
val_Spatial_Reasoning_168_masking1_rephrased1,val_Spatial_Reasoning_168,The horse is positioned above the chair.,masking,10.0,val_Spatial_Reasoning_168_masking1
val_Spatial_Reasoning_168_masking1_rephrased2,val_Spatial_Reasoning_168,The chair is located below the horse's level.,masking,10.0,val_Spatial_Reasoning_168_masking1
val_Spatial_Reasoning_168_masking1_rephrased3,val_Spatial_Reasoning_168,The horse is situated above the chair.,masking,10.0,val_Spatial_Reasoning_168_masking1
val_Spatial_Reasoning_168_masking1_rephrased4,val_Spatial_Reasoning_168,The chair is positioned below the horse.,masking,10.0,val_Spatial_Reasoning_168_masking1
val_Spatial_Reasoning_168_masking2_rephrased1,val_Spatial_Reasoning_168,The horse is above the chair.,masking,8.0,val_Spatial_Reasoning_168_masking2
val_Spatial_Reasoning_168_masking2_rephrased2,val_Spatial_Reasoning_168,The chair is positioned at a lower level than the horse.,masking,8.0,val_Spatial_Reasoning_168_masking2
val_Spatial_Reasoning_168_masking2_rephrased3,val_Spatial_Reasoning_168,The horse is situated above the chair.,masking,8.0,val_Spatial_Reasoning_168_masking2
val_Spatial_Reasoning_168_masking2_rephrased4,val_Spatial_Reasoning_168,The chair is located below the horse.,masking,8.0,val_Spatial_Reasoning_168_masking2
val_Spatial_Reasoning_168_rotate1_rephrased1,val_Spatial_Reasoning_168,The horse is above the chair.,rotate,4.0,val_Spatial_Reasoning_168_rotate1
val_Spatial_Reasoning_168_rotate1_rephrased2,val_Spatial_Reasoning_168,The chair is located underneath the horse.,rotate,4.0,val_Spatial_Reasoning_168_rotate1
val_Spatial_Reasoning_168_rotate1_rephrased3,val_Spatial_Reasoning_168,The horse is positioned on top of the chair.,rotate,4.0,val_Spatial_Reasoning_168_rotate1
val_Spatial_Reasoning_168_rotate1_rephrased4,val_Spatial_Reasoning_168,The chair is situated below the horse.,rotate,4.0,val_Spatial_Reasoning_168_rotate1
val_Spatial_Reasoning_168_rotate2_rephrased1,val_Spatial_Reasoning_168,The horse stands above the chair.,rotate,5.0,val_Spatial_Reasoning_168_rotate2
val_Spatial_Reasoning_168_rotate2_rephrased2,val_Spatial_Reasoning_168,The chair is positioned below the horse.,rotate,5.0,val_Spatial_Reasoning_168_rotate2
val_Spatial_Reasoning_168_rotate2_rephrased3,val_Spatial_Reasoning_168,The horse is situated above the chair.,rotate,5.0,val_Spatial_Reasoning_168_rotate2
val_Spatial_Reasoning_168_rotate2_rephrased4,val_Spatial_Reasoning_168,The chair is located underneath the horse.,rotate,5.0,val_Spatial_Reasoning_168_rotate2
val_Spatial_Reasoning_168_shift1_rephrased1,val_Spatial_Reasoning_168,The horse is above the chair.,shift,4.0,val_Spatial_Reasoning_168_shift1
val_Spatial_Reasoning_168_shift1_rephrased2,val_Spatial_Reasoning_168,The chair lies beneath the horse.,shift,4.0,val_Spatial_Reasoning_168_shift1
val_Spatial_Reasoning_168_shift1_rephrased3,val_Spatial_Reasoning_168,The horse is positioned above the chair.,shift,4.0,val_Spatial_Reasoning_168_shift1
val_Spatial_Reasoning_168_shift1_rephrased4,val_Spatial_Reasoning_168,The chair is located underneath the horse.,shift,4.0,val_Spatial_Reasoning_168_shift1
val_Spatial_Reasoning_168_shift2_rephrased1,val_Spatial_Reasoning_168,The horse is above the chair.,shift,5.0,val_Spatial_Reasoning_168_shift2
val_Spatial_Reasoning_168_shift2_rephrased2,val_Spatial_Reasoning_168,The chair is situated below the horse.,shift,5.0,val_Spatial_Reasoning_168_shift2
val_Spatial_Reasoning_168_shift2_rephrased3,val_Spatial_Reasoning_168,The horse is positioned above the chair.,shift,5.0,val_Spatial_Reasoning_168_shift2
