idx,question,orig_idx
val_Spatial_Relation_73_rephrased4,Is the surfboard placed beside the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased5,Is the surfboard situated next to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased6,Is the surfboard adjacent to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased7,Is the surfboard near the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased8,Is the surfboard positioned next to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased9,Is the surfboard located close to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased10,Is the surfboard placed next to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased11,Is the surfboard adjacent beside the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased12,Is the surfboard situated near the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased13,Is the surfboard next to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_73_rephrased14,Is the surfboard close to the dining table?,val_Spatial_Relation_73
val_Spatial_Relation_74_rephrased1,Does the fire hydrant come into contact with the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased2,Is the teddy bear in physical contact with the fire hydrant?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased3,Are the fire hydrant and teddy bear in contact?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased4,Is there physical contact between the fire hydrant and the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased5,Does the fire hydrant touch the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased6,Is the fire hydrant making contact with the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased7,Are the fire hydrant and the teddy bear in direct contact?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased8,Does the teddy bear touch the fire hydrant?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased9,Is there direct contact between the fire hydrant and the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased10,Is the fire hydrant in contact with the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased11,Does the fire hydrant have contact with the teddy bear?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased12,Are the fire hydrant and teddy bear touching?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased13,Does the teddy bear make contact with the fire hydrant?,val_Spatial_Relation_74
val_Spatial_Relation_74_rephrased14,Is the fire hydrant and teddy bear in physical touch?,val_Spatial_Relation_74
val_Spatial_Relation_75_rephrased1,Is someone touching the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased2,Is a person currently in contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased3,Is there a person physically touching the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased4,Does the person have contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased5,Is the zebra being touched by someone?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased6,Is a human being in physical contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased7,Is the person in direct contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased8,Is the individual touching the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased9,Does the person have physical contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased10,Is someone physically in contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased11,Is the individual currently touching the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased12,Is a person in contact with the zebra at the moment?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased13,Is the person making contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_75_rephrased14,Is the individual having physical contact with the zebra?,val_Spatial_Relation_75
val_Spatial_Relation_76_rephrased1,Is the cat positioned with its back towards the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased2,Is the cat turned away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased3,Is the toilet located behind the cat's back?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased4,Is the cat's rear end directed away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased5,Is the cat facing in the opposite direction from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased6,Is the cat looking away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased7,Is the toilet situated behind the cat's backside?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased8,Is the cat's face turned away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased9,Is the cat positioned with its rear away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased10,Is the toilet located behind the cat?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased11,Is the cat's direction away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased12,Is the cat's backside facing away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased13,Is the cat's rear end facing away from the toilet?,val_Spatial_Relation_76
val_Spatial_Relation_76_rephrased14,Is the cat facing away from the toilet in a backward direction?,val_Spatial_Relation_76
val_Spatial_Relation_77_rephrased1,Does the laptop belong to the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased2,Is the laptop included in the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased3,Is the laptop a component of the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased4,Does the cake contain the laptop?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased5,Is the laptop a part of what makes up the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased6,Is the laptop one of the elements that constitute the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased7,Is the laptop a constituent of the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased8,Does the laptop form a part of the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased9,Is the laptop a component that makes up the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased10,Is the cake composed of the laptop?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased11,Is the laptop a constituent part of the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased12,Is the laptop a component that is part of the cake?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased13,Is the cake made up of the laptop?,val_Spatial_Relation_77
val_Spatial_Relation_77_rephrased14,Is the laptop a component included in the cake?,val_Spatial_Relation_77
val_Spatial_Relation_78_rephrased1,Is the cat under the backpack?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased2,Is the backpack placed above the cat?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased3,Is the backpack situated on top of the cat?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased4,Does the backpack rest on the cat?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased5,Is the cat underneath the backpack?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased6,Is the backpack positioned on top of the cat?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased7,Is the backpack directly above the cat?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased8,Is the cat under the backpack's weight?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased9,Does the backpack lie on top of the cat?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased10,Is the backpack above the cat's body?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased11,Is the cat beneath the backpack's surface?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased12,Is the backpack located on top of the cat's back?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased13,Does the backpack sit on the cat's back?,val_Spatial_Relation_78
val_Spatial_Relation_78_rephrased14,Is the cat's back under the backpack?,val_Spatial_Relation_78
val_Spatial_Relation_79_rephrased1,Is the sandwich located within the person?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased2,Is the person containing the sandwich?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased3,Is the sandwich found inside the person?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased4,Is the person's body enclosing the sandwich?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased5,Does the sandwich reside within the person?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased6,Does the person have the sandwich inside?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased7,Is the sandwich situated inside the person?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased8,Is the person housing the sandwich?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased9,Is the sandwich positioned within the person?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased10,Does the person contain the sandwich?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased11,Is the sandwich enclosed within the person?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased12,Is the sandwich located within the person's body?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased13,Does the person have the sandwich inside of them?,val_Spatial_Relation_79
val_Spatial_Relation_79_rephrased14,Is the sandwich inside of the person's body?,val_Spatial_Relation_79
val_Spatial_Relation_80_rephrased1,Is the bicycle on the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased2,Is there a bicycle on the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased3,Is a bicycle located on the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased4,Is the bicycle present on the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased5,Is the bicycle inside the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased6,Is a bicycle inside the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased7,Is the bicycle on board the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased8,Is a bicycle on board the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased9,Is the bicycle on the train at the moment?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased10,Is a bicycle currently on the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased11,Is the bicycle situated on the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased12,Is a bicycle situated inside the train?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased13,Is the bicycle on the train right now?,val_Spatial_Relation_80
val_Spatial_Relation_80_rephrased14,Is a bicycle on the train now?,val_Spatial_Relation_80
val_Spatial_Relation_81_rephrased1,Does the person have physical contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased2,Is the individual in contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased3,Is the person in touch with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased4,Is the person's hand or body in contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased5,Does the person's hand make contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased6,Is the individual's hand on the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased7,Is the person touching the pizza with their hand?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased8,Does the person have their hand on the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased9,Is the individual's hand in contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased10,Is the person in physical contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased11,Does the person's hand come into contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased12,Is the individual's hand touching the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased13,Is the person's hand in direct contact with the pizza?,val_Spatial_Relation_81
val_Spatial_Relation_81_rephrased14,Is the individual making contact with the pizza with their hand?,val_Spatial_Relation_81
val_Spatial_Relation_82_rephrased1,Is the person in contact with the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased2,Is there any physical contact between the person and the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased3,Is the sandwich making contact with the person?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased4,Is the person's body in close proximity to the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased5,Is the sandwich touching the person's body?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased6,Is the person's body in touch with the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased7,Does the person have physical contact with the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased8,Does the sandwich have physical contact with the person?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased9,Is the person in direct contact with the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased10,Is the sandwich in direct contact with the person?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased11,Is the person's skin in contact with the sandwich?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased12,Is the sandwich's surface in contact with the person?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased13,Is the person touching the sandwich physically?,val_Spatial_Relation_82
val_Spatial_Relation_82_rephrased14,Is the sandwich physically touching the person?,val_Spatial_Relation_82
val_Spatial_Relation_83_rephrased1,Is there a cat located beside the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased2,Is the cat situated next to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased3,Does the cat lie next to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased4,Is the cat positioned near the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased5,Is the cat located adjacent to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased6,Is a cat situated next to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased7,Does the cat rest next to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased8,Is the cat placed beside the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased9,Is the cat situated close to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased10,Is the cat positioned alongside the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased11,Is the cat located near the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased12,Is the cat resting next to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased13,Is the cat sitting next to the bed?,val_Spatial_Relation_83
val_Spatial_Relation_83_rephrased14,Is the cat located adjacent to the bed in the bedroom?,val_Spatial_Relation_83
val_Spatial_Relation_84_rephrased1,Is the truck situated below the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased2,Is the truck positioned below the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased3,Is the truck located beneath the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased4,Is the boat above the truck?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased5,Is the truck positioned at a lower level than the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased6,Is the truck lower than the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased7,Is the truck situated at a lower elevation than the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased8,Is the boat higher than the truck?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased9,Is the truck at a lower position than the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased10,Is the truck below the boat in elevation?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased11,Is the boat positioned above the truck in elevation?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased12,Is the truck's position lower than the boat's position?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased13,Is the elevation of the truck lower than the elevation of the boat?,val_Spatial_Relation_84
val_Spatial_Relation_84_rephrased14,Is the truck located at a lower level compared to the boat?,val_Spatial_Relation_84
val_Spatial_Relation_85_rephrased1,Is the truck situated in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased2,Is the truck positioned in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased3,Is the truck located in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased4,Is the truck in front of the boat's location?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased5,Is there a truck in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased6,Does a truck exist in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased7,Is the truck positioned ahead of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased8,Is the truck placed in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased9,Is a truck situated in front of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased10,Is the truck ahead of the boat in position?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased11,Is the truck placed before the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased12,Is the truck situated before the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased13,Is the truck located ahead of the boat?,val_Spatial_Relation_85
val_Spatial_Relation_85_rephrased14,Is the truck in the front position in relation to the boat?,val_Spatial_Relation_85
val_Spatial_Relation_86_rephrased1,Is the individual situated on the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased2,Is the person positioned at the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased3,Is the individual on the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased4,Is the person at the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased5,Is the person located on the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased6,Is the individual situated on the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased7,Is the person on the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased8,Is the individual positioned at the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased9,Is the person situated at the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased10,Is the individual located at the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased11,Is the person on the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased12,Is the individual at the left side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased13,Is the person located on the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_86_rephrased14,Is the individual on the left-hand side of the bed?,val_Spatial_Relation_86
val_Spatial_Relation_87_rephrased1,Is the truck positioned above the cat?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased2,Is the truck situated over the cat?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased3,Is the cat underneath the truck?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased4,Is the truck higher than the cat?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased5,Is the truck positioned above the cat's location?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased6,Is the cat below the truck?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased7,Is the truck on top of the cat?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased8,Is the cat under the truck's height?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased9,Is the truck placed above the cat?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased10,Is the truck higher in elevation than the cat?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased11,Is the truck above the cat's current position?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased12,Is the cat beneath the truck's height?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased13,Is the truck positioned above the cat's current location?,val_Spatial_Relation_87
val_Spatial_Relation_87_rephrased14,Is the cat situated below the truck?,val_Spatial_Relation_87
val_Spatial_Relation_88_rephrased1,Is the cup located on the left-hand side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased2,Is the cup situated at the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased3,Is the cup positioned at the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased4,Is the cup on the left of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased5,Is the cup placed at the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased6,Is the cup located at the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased7,Is the cup situated on the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased8,Is the cup at the left-hand side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased9,Is the cup positioned on the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased10,Is the cup to the left of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased11,Is the cup situated on the left of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased12,Is the cup at the left of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased13,Is the cup on the left-hand side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_88_rephrased14,Is the cup placed on the left side of the bowl?,val_Spatial_Relation_88
val_Spatial_Relation_89_rephrased1,Is the cat above the dining table?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased2,Is the dining table positioned below the cat?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased3,Is the cat situated above the dining table?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased4,Does the dining table lie beneath the cat?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased5,Is the cat located above the dining table?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased6,Is the dining table on the bottom beneath the cat?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased7,Is the cat positioned on top of the dining table?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased8,Is the dining table situated below the cat?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased9,Is the cat above the dining table in height?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased10,Is the dining table located beneath the cat?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased11,Is the cat on top of the dining table?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased12,Is the dining table positioned at a lower level than the cat?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased13,Is the cat situated directly above the dining table?,val_Spatial_Relation_89
val_Spatial_Relation_89_rephrased14,Is the dining table below the level of the cat?,val_Spatial_Relation_89
val_Spatial_Relation_90_rephrased1,Does the cat have the teddy bear with it?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased2,Is the cat currently holding the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased3,Does the cat possess the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased4,Is the cat in possession of the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased5,Is the cat accompanied by the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased6,Does the cat have the teddy bear nearby?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased7,Is the cat with the teddy bear in its presence?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased8,Does the cat have the teddy bear present?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased9,Is the cat in the company of the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased10,Does the cat have the teddy bear as a companion?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased11,Is the cat holding or near the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased12,Does the cat have the teddy bear close by?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased13,Is the cat with the teddy bear in close proximity?,val_Spatial_Relation_90
val_Spatial_Relation_90_rephrased14,Is the cat accompanied or surrounded by the teddy bear?,val_Spatial_Relation_90
val_Spatial_Relation_91_rephrased1,Is the teddy bear in contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased2,Does the teddy bear make physical contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased3,Is the teddy bear in close proximity to the cat's body?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased4,Is the cat being touched by the teddy bear?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased5,Does the teddy bear have physical contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased6,Is the teddy bear in physical contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased7,Is the cat being physically touched by the teddy bear?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased8,Does the teddy bear come into contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased9,Is the teddy bear touching the cat at the moment?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased10,Does the teddy bear have contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased11,Is the teddy bear physically connected to the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased12,Is the teddy bear in direct contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased13,Does the teddy bear make contact with the cat?,val_Spatial_Relation_91
val_Spatial_Relation_91_rephrased14,Is the teddy bear currently touching the cat?,val_Spatial_Relation_91
val_Spatial_Relation_92_rephrased1,Is the television located underneath the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased2,Is the TV placed below the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased3,Is the television positioned under the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased4,Is the TV situated beneath the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased5,Is the television underneath the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased6,Is the TV positioned below the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased7,Is the television at the bottom of the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased8,Is the TV located beneath the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased9,Is the television positioned under the cat's base?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased10,Is the TV at the bottom of the cat?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased11,Is the television under the cat's feet?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased12,Is the TV below the cat's level?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased13,Is the television positioned underneath the cat's body?,val_Spatial_Relation_92
val_Spatial_Relation_92_rephrased14,Is the TV located under the cat's surface?,val_Spatial_Relation_92
val_Spatial_Relation_93_rephrased1,Is the cat situated on the left side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased2,Is the cat positioned to the left of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased3,Does the cat occupy the left side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased4,Is the cat located on the left-hand side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased5,Is the cat situated to the left of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased6,Is the cat on the left side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased7,Is the cat positioned at the left side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased8,Is the cat on the left-hand side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased9,Is the cat located at the left side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased10,Is the cat to the left of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased11,Is the cat situated at the left side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased12,Does the cat occupy the left-hand side of the pizza?,val_Spatial_Relation_93
val_Spatial_Relation_93_rephrased13,Is the cat positioned on the left side of the pizza?,val_Spatial_Relation_93
