idx,orig_idx,question,transformation_type,intensity
val_Spatial_Reasoning_149_rotate2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,rotate,5
val_Spatial_Reasoning_149_shift1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,shift,8
val_Spatial_Reasoning_149_shift2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,shift,5
val_Spatial_Reasoning_149_bw1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,bw,NA
val_Spatial_Reasoning_149_bw2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,bw,NA
val_Spatial_Reasoning_150_contrast1,val_Spatial_Reasoning_150,The dog is by the frisbee.,contrast,7
val_Spatial_Reasoning_150_contrast2,val_Spatial_Reasoning_150,The dog is by the frisbee.,contrast,3
val_Spatial_Reasoning_150_blur1,val_Spatial_Reasoning_150,The dog is by the frisbee.,blur,7
val_Spatial_Reasoning_150_blur2,val_Spatial_Reasoning_150,The dog is by the frisbee.,blur,3
val_Spatial_Reasoning_150_noise1,val_Spatial_Reasoning_150,The dog is by the frisbee.,noise,10
val_Spatial_Reasoning_150_noise2,val_Spatial_Reasoning_150,The dog is by the frisbee.,noise,7
val_Spatial_Reasoning_150_masking1,val_Spatial_Reasoning_150,The dog is by the frisbee.,masking,10
val_Spatial_Reasoning_150_masking2,val_Spatial_Reasoning_150,The dog is by the frisbee.,masking,7
val_Spatial_Reasoning_150_rotate1,val_Spatial_Reasoning_150,The dog is by the frisbee.,rotate,7
val_Spatial_Reasoning_150_rotate2,val_Spatial_Reasoning_150,The dog is by the frisbee.,rotate,3
val_Spatial_Reasoning_150_shift1,val_Spatial_Reasoning_150,The dog is by the frisbee.,shift,7
val_Spatial_Reasoning_150_shift2,val_Spatial_Reasoning_150,The dog is by the frisbee.,shift,3
val_Spatial_Reasoning_150_bw1,val_Spatial_Reasoning_150,The dog is by the frisbee.,bw,NA
val_Spatial_Reasoning_150_bw2,val_Spatial_Reasoning_150,The dog is by the frisbee.,bw,NA
val_Spatial_Reasoning_151_contrast1,val_Spatial_Reasoning_151,The bench is below the dog.,contrast,8
val_Spatial_Reasoning_151_contrast2,val_Spatial_Reasoning_151,The bench is below the dog.,contrast,7
val_Spatial_Reasoning_151_blur1,val_Spatial_Reasoning_151,The bench is below the dog.,blur,8
val_Spatial_Reasoning_151_blur2,val_Spatial_Reasoning_151,The bench is below the dog.,blur,7
val_Spatial_Reasoning_151_noise1,val_Spatial_Reasoning_151,The bench is below the dog.,noise,9
val_Spatial_Reasoning_151_noise2,val_Spatial_Reasoning_151,The bench is below the dog.,noise,6
val_Spatial_Reasoning_151_masking1,val_Spatial_Reasoning_151,The bench is below the dog.,masking,9
val_Spatial_Reasoning_151_masking2,val_Spatial_Reasoning_151,The bench is below the dog.,masking,6
val_Spatial_Reasoning_151_rotate1,val_Spatial_Reasoning_151,The bench is below the dog.,rotate,8
val_Spatial_Reasoning_151_rotate2,val_Spatial_Reasoning_151,The bench is below the dog.,rotate,7
val_Spatial_Reasoning_151_shift1,val_Spatial_Reasoning_151,The bench is below the dog.,shift,8
val_Spatial_Reasoning_151_shift2,val_Spatial_Reasoning_151,The bench is below the dog.,shift,7
val_Spatial_Reasoning_151_bw1,val_Spatial_Reasoning_151,The bench is below the dog.,bw,NA
val_Spatial_Reasoning_151_bw2,val_Spatial_Reasoning_151,The bench is below the dog.,bw,NA
val_Spatial_Reasoning_152_contrast1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,contrast,4
val_Spatial_Reasoning_152_contrast2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,contrast,5
val_Spatial_Reasoning_152_blur1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,blur,4
val_Spatial_Reasoning_152_blur2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,blur,5
val_Spatial_Reasoning_152_noise1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,noise,6
val_Spatial_Reasoning_152_noise2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,noise,9
val_Spatial_Reasoning_152_masking1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,masking,6
val_Spatial_Reasoning_152_masking2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,masking,9
val_Spatial_Reasoning_152_rotate1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,rotate,4
val_Spatial_Reasoning_152_rotate2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,rotate,5
val_Spatial_Reasoning_152_shift1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,shift,4
val_Spatial_Reasoning_152_shift2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,shift,5
val_Spatial_Reasoning_152_bw1,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,bw,NA
val_Spatial_Reasoning_152_bw2,val_Spatial_Reasoning_152,The dog is at the right side of the motorcycle.,bw,NA
val_Spatial_Reasoning_153_contrast1,val_Spatial_Reasoning_153,The laptop is under the train.,contrast,7
val_Spatial_Reasoning_153_contrast2,val_Spatial_Reasoning_153,The laptop is under the train.,contrast,3
val_Spatial_Reasoning_153_blur1,val_Spatial_Reasoning_153,The laptop is under the train.,blur,7
val_Spatial_Reasoning_153_blur2,val_Spatial_Reasoning_153,The laptop is under the train.,blur,3
val_Spatial_Reasoning_153_noise1,val_Spatial_Reasoning_153,The laptop is under the train.,noise,9
val_Spatial_Reasoning_153_noise2,val_Spatial_Reasoning_153,The laptop is under the train.,noise,7
val_Spatial_Reasoning_153_masking1,val_Spatial_Reasoning_153,The laptop is under the train.,masking,9
val_Spatial_Reasoning_153_masking2,val_Spatial_Reasoning_153,The laptop is under the train.,masking,7
val_Spatial_Reasoning_153_rotate1,val_Spatial_Reasoning_153,The laptop is under the train.,rotate,7
val_Spatial_Reasoning_153_rotate2,val_Spatial_Reasoning_153,The laptop is under the train.,rotate,3
val_Spatial_Reasoning_153_shift1,val_Spatial_Reasoning_153,The laptop is under the train.,shift,7
val_Spatial_Reasoning_153_shift2,val_Spatial_Reasoning_153,The laptop is under the train.,shift,3
val_Spatial_Reasoning_153_bw1,val_Spatial_Reasoning_153,The laptop is under the train.,bw,NA
val_Spatial_Reasoning_153_bw2,val_Spatial_Reasoning_153,The laptop is under the train.,bw,NA
val_Spatial_Reasoning_154_contrast1,val_Spatial_Reasoning_154,The laptop is inside the train.,contrast,6
val_Spatial_Reasoning_154_contrast2,val_Spatial_Reasoning_154,The laptop is inside the train.,contrast,3
val_Spatial_Reasoning_154_blur1,val_Spatial_Reasoning_154,The laptop is inside the train.,blur,6
val_Spatial_Reasoning_154_blur2,val_Spatial_Reasoning_154,The laptop is inside the train.,blur,3
val_Spatial_Reasoning_154_noise1,val_Spatial_Reasoning_154,The laptop is inside the train.,noise,5
val_Spatial_Reasoning_154_noise2,val_Spatial_Reasoning_154,The laptop is inside the train.,noise,7
val_Spatial_Reasoning_154_masking1,val_Spatial_Reasoning_154,The laptop is inside the train.,masking,5
val_Spatial_Reasoning_154_masking2,val_Spatial_Reasoning_154,The laptop is inside the train.,masking,7
val_Spatial_Reasoning_154_rotate1,val_Spatial_Reasoning_154,The laptop is inside the train.,rotate,6
val_Spatial_Reasoning_154_rotate2,val_Spatial_Reasoning_154,The laptop is inside the train.,rotate,3
val_Spatial_Reasoning_154_shift1,val_Spatial_Reasoning_154,The laptop is inside the train.,shift,6
val_Spatial_Reasoning_154_shift2,val_Spatial_Reasoning_154,The laptop is inside the train.,shift,3
val_Spatial_Reasoning_154_bw1,val_Spatial_Reasoning_154,The laptop is inside the train.,bw,NA
val_Spatial_Reasoning_154_bw2,val_Spatial_Reasoning_154,The laptop is inside the train.,bw,NA
val_Spatial_Reasoning_155_contrast1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,contrast,5
val_Spatial_Reasoning_155_contrast2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,contrast,4
val_Spatial_Reasoning_155_blur1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,blur,5
val_Spatial_Reasoning_155_blur2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,blur,4
val_Spatial_Reasoning_155_noise1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,noise,5
val_Spatial_Reasoning_155_noise2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,noise,6
val_Spatial_Reasoning_155_masking1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,masking,5
val_Spatial_Reasoning_155_masking2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,masking,6
val_Spatial_Reasoning_155_rotate1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,rotate,5
val_Spatial_Reasoning_155_rotate2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,rotate,4
val_Spatial_Reasoning_155_shift1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,shift,5
val_Spatial_Reasoning_155_shift2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,shift,4
val_Spatial_Reasoning_155_bw1,val_Spatial_Reasoning_155,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_155_bw2,val_Spatial_Reasoning_155,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_156_contrast1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,contrast,7
val_Spatial_Reasoning_156_contrast2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,contrast,3
val_Spatial_Reasoning_156_blur1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,blur,7
val_Spatial_Reasoning_156_blur2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,blur,3
val_Spatial_Reasoning_156_noise1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,noise,5
val_Spatial_Reasoning_156_noise2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,noise,8
val_Spatial_Reasoning_156_masking1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,masking,5
val_Spatial_Reasoning_156_masking2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,masking,8
val_Spatial_Reasoning_156_rotate1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,rotate,7
val_Spatial_Reasoning_156_rotate2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,rotate,3
val_Spatial_Reasoning_156_shift1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,shift,7
val_Spatial_Reasoning_156_shift2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,shift,3
val_Spatial_Reasoning_156_bw1,val_Spatial_Reasoning_156,The train is behind the motorcycle.,bw,NA
val_Spatial_Reasoning_156_bw2,val_Spatial_Reasoning_156,The train is behind the motorcycle.,bw,NA
val_Spatial_Reasoning_157_contrast1,val_Spatial_Reasoning_157,The chair is under the dog.,contrast,3
val_Spatial_Reasoning_157_contrast2,val_Spatial_Reasoning_157,The chair is under the dog.,contrast,7
val_Spatial_Reasoning_157_blur1,val_Spatial_Reasoning_157,The chair is under the dog.,blur,3
val_Spatial_Reasoning_157_blur2,val_Spatial_Reasoning_157,The chair is under the dog.,blur,7
val_Spatial_Reasoning_157_noise1,val_Spatial_Reasoning_157,The chair is under the dog.,noise,6
val_Spatial_Reasoning_157_noise2,val_Spatial_Reasoning_157,The chair is under the dog.,noise,10
val_Spatial_Reasoning_157_masking1,val_Spatial_Reasoning_157,The chair is under the dog.,masking,6
val_Spatial_Reasoning_157_masking2,val_Spatial_Reasoning_157,The chair is under the dog.,masking,10
val_Spatial_Reasoning_157_rotate1,val_Spatial_Reasoning_157,The chair is under the dog.,rotate,3
val_Spatial_Reasoning_157_rotate2,val_Spatial_Reasoning_157,The chair is under the dog.,rotate,7
val_Spatial_Reasoning_157_shift1,val_Spatial_Reasoning_157,The chair is under the dog.,shift,3
val_Spatial_Reasoning_157_shift2,val_Spatial_Reasoning_157,The chair is under the dog.,shift,7
val_Spatial_Reasoning_157_bw1,val_Spatial_Reasoning_157,The chair is under the dog.,bw,NA
val_Spatial_Reasoning_157_bw2,val_Spatial_Reasoning_157,The chair is under the dog.,bw,NA
val_Spatial_Reasoning_158_contrast1,val_Spatial_Reasoning_158,The chair is touching the handbag.,contrast,8
val_Spatial_Reasoning_158_contrast2,val_Spatial_Reasoning_158,The chair is touching the handbag.,contrast,6
val_Spatial_Reasoning_158_blur1,val_Spatial_Reasoning_158,The chair is touching the handbag.,blur,8
val_Spatial_Reasoning_158_blur2,val_Spatial_Reasoning_158,The chair is touching the handbag.,blur,6
val_Spatial_Reasoning_158_noise1,val_Spatial_Reasoning_158,The chair is touching the handbag.,noise,9
val_Spatial_Reasoning_158_noise2,val_Spatial_Reasoning_158,The chair is touching the handbag.,noise,6
val_Spatial_Reasoning_158_masking1,val_Spatial_Reasoning_158,The chair is touching the handbag.,masking,9
val_Spatial_Reasoning_158_masking2,val_Spatial_Reasoning_158,The chair is touching the handbag.,masking,6
val_Spatial_Reasoning_158_rotate1,val_Spatial_Reasoning_158,The chair is touching the handbag.,rotate,8
val_Spatial_Reasoning_158_rotate2,val_Spatial_Reasoning_158,The chair is touching the handbag.,rotate,6
val_Spatial_Reasoning_158_shift1,val_Spatial_Reasoning_158,The chair is touching the handbag.,shift,8
val_Spatial_Reasoning_158_shift2,val_Spatial_Reasoning_158,The chair is touching the handbag.,shift,6
val_Spatial_Reasoning_158_bw1,val_Spatial_Reasoning_158,The chair is touching the handbag.,bw,NA
val_Spatial_Reasoning_158_bw2,val_Spatial_Reasoning_158,The chair is touching the handbag.,bw,NA
val_Spatial_Reasoning_159_contrast1,val_Spatial_Reasoning_159,The train is near the laptop.,contrast,5
val_Spatial_Reasoning_159_contrast2,val_Spatial_Reasoning_159,The train is near the laptop.,contrast,7
val_Spatial_Reasoning_159_blur1,val_Spatial_Reasoning_159,The train is near the laptop.,blur,5
val_Spatial_Reasoning_159_blur2,val_Spatial_Reasoning_159,The train is near the laptop.,blur,7
val_Spatial_Reasoning_159_noise1,val_Spatial_Reasoning_159,The train is near the laptop.,noise,9
val_Spatial_Reasoning_159_noise2,val_Spatial_Reasoning_159,The train is near the laptop.,noise,8
val_Spatial_Reasoning_159_masking1,val_Spatial_Reasoning_159,The train is near the laptop.,masking,9
val_Spatial_Reasoning_159_masking2,val_Spatial_Reasoning_159,The train is near the laptop.,masking,8
val_Spatial_Reasoning_159_rotate1,val_Spatial_Reasoning_159,The train is near the laptop.,rotate,5
val_Spatial_Reasoning_159_rotate2,val_Spatial_Reasoning_159,The train is near the laptop.,rotate,7
val_Spatial_Reasoning_159_shift1,val_Spatial_Reasoning_159,The train is near the laptop.,shift,5
val_Spatial_Reasoning_159_shift2,val_Spatial_Reasoning_159,The train is near the laptop.,shift,7
val_Spatial_Reasoning_159_bw1,val_Spatial_Reasoning_159,The train is near the laptop.,bw,NA
val_Spatial_Reasoning_159_bw2,val_Spatial_Reasoning_159,The train is near the laptop.,bw,NA
val_Spatial_Reasoning_160_contrast1,val_Spatial_Reasoning_160,The zebra is left of the horse.,contrast,4
val_Spatial_Reasoning_160_contrast2,val_Spatial_Reasoning_160,The zebra is left of the horse.,contrast,7
val_Spatial_Reasoning_160_blur1,val_Spatial_Reasoning_160,The zebra is left of the horse.,blur,4
val_Spatial_Reasoning_160_blur2,val_Spatial_Reasoning_160,The zebra is left of the horse.,blur,7
val_Spatial_Reasoning_160_noise1,val_Spatial_Reasoning_160,The zebra is left of the horse.,noise,10
val_Spatial_Reasoning_160_noise2,val_Spatial_Reasoning_160,The zebra is left of the horse.,noise,6
val_Spatial_Reasoning_160_masking1,val_Spatial_Reasoning_160,The zebra is left of the horse.,masking,10
val_Spatial_Reasoning_160_masking2,val_Spatial_Reasoning_160,The zebra is left of the horse.,masking,6
val_Spatial_Reasoning_160_rotate1,val_Spatial_Reasoning_160,The zebra is left of the horse.,rotate,4
val_Spatial_Reasoning_160_rotate2,val_Spatial_Reasoning_160,The zebra is left of the horse.,rotate,7
val_Spatial_Reasoning_160_shift1,val_Spatial_Reasoning_160,The zebra is left of the horse.,shift,4
val_Spatial_Reasoning_160_shift2,val_Spatial_Reasoning_160,The zebra is left of the horse.,shift,7
val_Spatial_Reasoning_160_bw1,val_Spatial_Reasoning_160,The zebra is left of the horse.,bw,NA
val_Spatial_Reasoning_160_bw2,val_Spatial_Reasoning_160,The zebra is left of the horse.,bw,NA
val_Spatial_Reasoning_161_contrast1,val_Spatial_Reasoning_161,The dog is far from the bench.,contrast,8
val_Spatial_Reasoning_161_contrast2,val_Spatial_Reasoning_161,The dog is far from the bench.,contrast,5
val_Spatial_Reasoning_161_blur1,val_Spatial_Reasoning_161,The dog is far from the bench.,blur,8
val_Spatial_Reasoning_161_blur2,val_Spatial_Reasoning_161,The dog is far from the bench.,blur,5
val_Spatial_Reasoning_161_noise1,val_Spatial_Reasoning_161,The dog is far from the bench.,noise,8
val_Spatial_Reasoning_161_noise2,val_Spatial_Reasoning_161,The dog is far from the bench.,noise,7
val_Spatial_Reasoning_161_masking1,val_Spatial_Reasoning_161,The dog is far from the bench.,masking,8
val_Spatial_Reasoning_161_masking2,val_Spatial_Reasoning_161,The dog is far from the bench.,masking,7
val_Spatial_Reasoning_161_rotate1,val_Spatial_Reasoning_161,The dog is far from the bench.,rotate,8
val_Spatial_Reasoning_161_rotate2,val_Spatial_Reasoning_161,The dog is far from the bench.,rotate,5
val_Spatial_Reasoning_161_shift1,val_Spatial_Reasoning_161,The dog is far from the bench.,shift,8
val_Spatial_Reasoning_161_shift2,val_Spatial_Reasoning_161,The dog is far from the bench.,shift,5
val_Spatial_Reasoning_161_bw1,val_Spatial_Reasoning_161,The dog is far from the bench.,bw,NA
val_Spatial_Reasoning_161_bw2,val_Spatial_Reasoning_161,The dog is far from the bench.,bw,NA
val_Spatial_Reasoning_162_contrast1,val_Spatial_Reasoning_162,The dog is under the chair.,contrast,6
val_Spatial_Reasoning_162_contrast2,val_Spatial_Reasoning_162,The dog is under the chair.,contrast,7
val_Spatial_Reasoning_162_blur1,val_Spatial_Reasoning_162,The dog is under the chair.,blur,6
val_Spatial_Reasoning_162_blur2,val_Spatial_Reasoning_162,The dog is under the chair.,blur,7
val_Spatial_Reasoning_162_noise1,val_Spatial_Reasoning_162,The dog is under the chair.,noise,8
val_Spatial_Reasoning_162_noise2,val_Spatial_Reasoning_162,The dog is under the chair.,noise,5
val_Spatial_Reasoning_162_masking1,val_Spatial_Reasoning_162,The dog is under the chair.,masking,8
val_Spatial_Reasoning_162_masking2,val_Spatial_Reasoning_162,The dog is under the chair.,masking,5
val_Spatial_Reasoning_162_rotate1,val_Spatial_Reasoning_162,The dog is under the chair.,rotate,6
val_Spatial_Reasoning_162_rotate2,val_Spatial_Reasoning_162,The dog is under the chair.,rotate,7
val_Spatial_Reasoning_162_shift1,val_Spatial_Reasoning_162,The dog is under the chair.,shift,6
val_Spatial_Reasoning_162_shift2,val_Spatial_Reasoning_162,The dog is under the chair.,shift,7
val_Spatial_Reasoning_162_bw1,val_Spatial_Reasoning_162,The dog is under the chair.,bw,NA
val_Spatial_Reasoning_162_bw2,val_Spatial_Reasoning_162,The dog is under the chair.,bw,NA
val_Spatial_Reasoning_163_contrast1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,contrast,4
val_Spatial_Reasoning_163_contrast2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,contrast,8
val_Spatial_Reasoning_163_blur1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,blur,4
val_Spatial_Reasoning_163_blur2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,blur,8
val_Spatial_Reasoning_163_noise1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,noise,5
val_Spatial_Reasoning_163_noise2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,noise,7
val_Spatial_Reasoning_163_masking1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,masking,5
val_Spatial_Reasoning_163_masking2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,masking,7
val_Spatial_Reasoning_163_rotate1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,rotate,4
val_Spatial_Reasoning_163_rotate2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,rotate,8
val_Spatial_Reasoning_163_shift1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,shift,4
val_Spatial_Reasoning_163_shift2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,shift,8
val_Spatial_Reasoning_163_bw1,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,bw,NA
val_Spatial_Reasoning_163_bw2,val_Spatial_Reasoning_163,The dog is at the right side of the bench.,bw,NA
val_Spatial_Reasoning_164_contrast1,val_Spatial_Reasoning_164,The dog is touching the laptop.,contrast,3
val_Spatial_Reasoning_164_contrast2,val_Spatial_Reasoning_164,The dog is touching the laptop.,contrast,7
val_Spatial_Reasoning_164_blur1,val_Spatial_Reasoning_164,The dog is touching the laptop.,blur,3
val_Spatial_Reasoning_164_blur2,val_Spatial_Reasoning_164,The dog is touching the laptop.,blur,7
val_Spatial_Reasoning_164_noise1,val_Spatial_Reasoning_164,The dog is touching the laptop.,noise,9
val_Spatial_Reasoning_164_noise2,val_Spatial_Reasoning_164,The dog is touching the laptop.,noise,6
val_Spatial_Reasoning_164_masking1,val_Spatial_Reasoning_164,The dog is touching the laptop.,masking,9
val_Spatial_Reasoning_164_masking2,val_Spatial_Reasoning_164,The dog is touching the laptop.,masking,6
val_Spatial_Reasoning_164_rotate1,val_Spatial_Reasoning_164,The dog is touching the laptop.,rotate,3
val_Spatial_Reasoning_164_rotate2,val_Spatial_Reasoning_164,The dog is touching the laptop.,rotate,7
val_Spatial_Reasoning_164_shift1,val_Spatial_Reasoning_164,The dog is touching the laptop.,shift,3
val_Spatial_Reasoning_164_shift2,val_Spatial_Reasoning_164,The dog is touching the laptop.,shift,7
val_Spatial_Reasoning_164_bw1,val_Spatial_Reasoning_164,The dog is touching the laptop.,bw,NA
val_Spatial_Reasoning_164_bw2,val_Spatial_Reasoning_164,The dog is touching the laptop.,bw,NA
val_Spatial_Reasoning_165_contrast1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,contrast,7
val_Spatial_Reasoning_165_contrast2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,contrast,4
val_Spatial_Reasoning_165_blur1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,blur,7
val_Spatial_Reasoning_165_blur2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,blur,4
val_Spatial_Reasoning_165_noise1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,noise,5
val_Spatial_Reasoning_165_noise2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,noise,10
val_Spatial_Reasoning_165_masking1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,masking,5
val_Spatial_Reasoning_165_masking2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,masking,10
val_Spatial_Reasoning_165_rotate1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,rotate,7
val_Spatial_Reasoning_165_rotate2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,rotate,4
val_Spatial_Reasoning_165_shift1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,shift,7
val_Spatial_Reasoning_165_shift2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,shift,4
val_Spatial_Reasoning_165_bw1,val_Spatial_Reasoning_165,The dog is facing the wine glass.,bw,NA
val_Spatial_Reasoning_165_bw2,val_Spatial_Reasoning_165,The dog is facing the wine glass.,bw,NA
val_Spatial_Reasoning_166_contrast1,val_Spatial_Reasoning_166,The laptop is under the train.,contrast,8
val_Spatial_Reasoning_166_contrast2,val_Spatial_Reasoning_166,The laptop is under the train.,contrast,3
val_Spatial_Reasoning_166_blur1,val_Spatial_Reasoning_166,The laptop is under the train.,blur,8
val_Spatial_Reasoning_166_blur2,val_Spatial_Reasoning_166,The laptop is under the train.,blur,3
val_Spatial_Reasoning_166_noise1,val_Spatial_Reasoning_166,The laptop is under the train.,noise,6
val_Spatial_Reasoning_166_noise2,val_Spatial_Reasoning_166,The laptop is under the train.,noise,5
val_Spatial_Reasoning_166_masking1,val_Spatial_Reasoning_166,The laptop is under the train.,masking,6
val_Spatial_Reasoning_166_masking2,val_Spatial_Reasoning_166,The laptop is under the train.,masking,5
val_Spatial_Reasoning_166_rotate1,val_Spatial_Reasoning_166,The laptop is under the train.,rotate,8
val_Spatial_Reasoning_166_rotate2,val_Spatial_Reasoning_166,The laptop is under the train.,rotate,3
val_Spatial_Reasoning_166_shift1,val_Spatial_Reasoning_166,The laptop is under the train.,shift,8
val_Spatial_Reasoning_166_shift2,val_Spatial_Reasoning_166,The laptop is under the train.,shift,3
val_Spatial_Reasoning_166_bw1,val_Spatial_Reasoning_166,The laptop is under the train.,bw,NA
val_Spatial_Reasoning_166_bw2,val_Spatial_Reasoning_166,The laptop is under the train.,bw,NA
val_Spatial_Reasoning_167_contrast1,val_Spatial_Reasoning_167,The bench is below the dog.,contrast,3
val_Spatial_Reasoning_167_contrast2,val_Spatial_Reasoning_167,The bench is below the dog.,contrast,5
val_Spatial_Reasoning_167_blur1,val_Spatial_Reasoning_167,The bench is below the dog.,blur,3
val_Spatial_Reasoning_167_blur2,val_Spatial_Reasoning_167,The bench is below the dog.,blur,5
val_Spatial_Reasoning_167_noise1,val_Spatial_Reasoning_167,The bench is below the dog.,noise,5
val_Spatial_Reasoning_167_noise2,val_Spatial_Reasoning_167,The bench is below the dog.,noise,9
val_Spatial_Reasoning_167_masking1,val_Spatial_Reasoning_167,The bench is below the dog.,masking,5
val_Spatial_Reasoning_167_masking2,val_Spatial_Reasoning_167,The bench is below the dog.,masking,9
val_Spatial_Reasoning_167_rotate1,val_Spatial_Reasoning_167,The bench is below the dog.,rotate,3
val_Spatial_Reasoning_167_rotate2,val_Spatial_Reasoning_167,The bench is below the dog.,rotate,5
val_Spatial_Reasoning_167_shift1,val_Spatial_Reasoning_167,The bench is below the dog.,shift,3
val_Spatial_Reasoning_167_shift2,val_Spatial_Reasoning_167,The bench is below the dog.,shift,5
val_Spatial_Reasoning_167_bw1,val_Spatial_Reasoning_167,The bench is below the dog.,bw,NA
val_Spatial_Reasoning_167_bw2,val_Spatial_Reasoning_167,The bench is below the dog.,bw,NA
val_Spatial_Reasoning_168_contrast1,val_Spatial_Reasoning_168,The chair is beneath the horse.,contrast,4
val_Spatial_Reasoning_168_contrast2,val_Spatial_Reasoning_168,The chair is beneath the horse.,contrast,5
val_Spatial_Reasoning_168_blur1,val_Spatial_Reasoning_168,The chair is beneath the horse.,blur,4
val_Spatial_Reasoning_168_blur2,val_Spatial_Reasoning_168,The chair is beneath the horse.,blur,5
val_Spatial_Reasoning_168_noise1,val_Spatial_Reasoning_168,The chair is beneath the horse.,noise,10
val_Spatial_Reasoning_168_noise2,val_Spatial_Reasoning_168,The chair is beneath the horse.,noise,8
val_Spatial_Reasoning_168_masking1,val_Spatial_Reasoning_168,The chair is beneath the horse.,masking,10
val_Spatial_Reasoning_168_masking2,val_Spatial_Reasoning_168,The chair is beneath the horse.,masking,8
val_Spatial_Reasoning_168_rotate1,val_Spatial_Reasoning_168,The chair is beneath the horse.,rotate,4
val_Spatial_Reasoning_168_rotate2,val_Spatial_Reasoning_168,The chair is beneath the horse.,rotate,5
val_Spatial_Reasoning_168_shift1,val_Spatial_Reasoning_168,The chair is beneath the horse.,shift,4
val_Spatial_Reasoning_168_shift2,val_Spatial_Reasoning_168,The chair is beneath the horse.,shift,5
val_Spatial_Reasoning_168_bw1,val_Spatial_Reasoning_168,The chair is beneath the horse.,bw,NA
val_Spatial_Reasoning_168_bw2,val_Spatial_Reasoning_168,The chair is beneath the horse.,bw,NA
