idx,orig_idx,question,transformation_type,intensity
val_Spatial_Relation_73_blur2,val_Spatial_Relation_73,Is the surfboard beside the dining table?,blur,6
val_Spatial_Relation_73_noise1,val_Spatial_Relation_73,Is the surfboard beside the dining table?,noise,7
val_Spatial_Relation_73_noise2,val_Spatial_Relation_73,Is the surfboard beside the dining table?,noise,8
val_Spatial_Relation_73_masking1,val_Spatial_Relation_73,Is the surfboard beside the dining table?,masking,7
val_Spatial_Relation_73_masking2,val_Spatial_Relation_73,Is the surfboard beside the dining table?,masking,8
val_Spatial_Relation_73_rotate1,val_Spatial_Relation_73,Is the surfboard beside the dining table?,rotate,3
val_Spatial_Relation_73_rotate2,val_Spatial_Relation_73,Is the surfboard beside the dining table?,rotate,6
val_Spatial_Relation_73_shift1,val_Spatial_Relation_73,Is the surfboard beside the dining table?,shift,3
val_Spatial_Relation_73_shift2,val_Spatial_Relation_73,Is the surfboard beside the dining table?,shift,6
val_Spatial_Relation_73_bw1,val_Spatial_Relation_73,Is the surfboard beside the dining table?,bw,NA
val_Spatial_Relation_73_bw2,val_Spatial_Relation_73,Is the surfboard beside the dining table?,bw,NA
val_Spatial_Relation_74_contrast1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,contrast,5
val_Spatial_Relation_74_contrast2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,contrast,6
val_Spatial_Relation_74_blur1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,blur,5
val_Spatial_Relation_74_blur2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,blur,6
val_Spatial_Relation_74_noise1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,noise,10
val_Spatial_Relation_74_noise2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,noise,9
val_Spatial_Relation_74_masking1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,masking,10
val_Spatial_Relation_74_masking2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,masking,9
val_Spatial_Relation_74_rotate1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,rotate,5
val_Spatial_Relation_74_rotate2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,rotate,6
val_Spatial_Relation_74_shift1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,shift,5
val_Spatial_Relation_74_shift2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,shift,6
val_Spatial_Relation_74_bw1,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,bw,NA
val_Spatial_Relation_74_bw2,val_Spatial_Relation_74,Is the fire hydrant touching the teddy bear?,bw,NA
val_Spatial_Relation_75_contrast1,val_Spatial_Relation_75,Is the person touching the zebra?,contrast,8
val_Spatial_Relation_75_contrast2,val_Spatial_Relation_75,Is the person touching the zebra?,contrast,6
val_Spatial_Relation_75_blur1,val_Spatial_Relation_75,Is the person touching the zebra?,blur,8
val_Spatial_Relation_75_blur2,val_Spatial_Relation_75,Is the person touching the zebra?,blur,6
val_Spatial_Relation_75_noise1,val_Spatial_Relation_75,Is the person touching the zebra?,noise,6
val_Spatial_Relation_75_noise2,val_Spatial_Relation_75,Is the person touching the zebra?,noise,10
val_Spatial_Relation_75_masking1,val_Spatial_Relation_75,Is the person touching the zebra?,masking,6
val_Spatial_Relation_75_masking2,val_Spatial_Relation_75,Is the person touching the zebra?,masking,10
val_Spatial_Relation_75_rotate1,val_Spatial_Relation_75,Is the person touching the zebra?,rotate,8
val_Spatial_Relation_75_rotate2,val_Spatial_Relation_75,Is the person touching the zebra?,rotate,6
val_Spatial_Relation_75_shift1,val_Spatial_Relation_75,Is the person touching the zebra?,shift,8
val_Spatial_Relation_75_shift2,val_Spatial_Relation_75,Is the person touching the zebra?,shift,6
val_Spatial_Relation_75_bw1,val_Spatial_Relation_75,Is the person touching the zebra?,bw,NA
val_Spatial_Relation_75_bw2,val_Spatial_Relation_75,Is the person touching the zebra?,bw,NA
val_Spatial_Relation_76_contrast1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,contrast,5
val_Spatial_Relation_76_contrast2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,contrast,4
val_Spatial_Relation_76_blur1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,blur,5
val_Spatial_Relation_76_blur2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,blur,4
val_Spatial_Relation_76_noise1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,noise,5
val_Spatial_Relation_76_noise2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,noise,9
val_Spatial_Relation_76_masking1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,masking,5
val_Spatial_Relation_76_masking2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,masking,9
val_Spatial_Relation_76_rotate1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,rotate,5
val_Spatial_Relation_76_rotate2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,rotate,4
val_Spatial_Relation_76_shift1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,shift,5
val_Spatial_Relation_76_shift2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,shift,4
val_Spatial_Relation_76_bw1,val_Spatial_Relation_76,Is the cat facing away from the toilet?,bw,NA
val_Spatial_Relation_76_bw2,val_Spatial_Relation_76,Is the cat facing away from the toilet?,bw,NA
val_Spatial_Relation_77_contrast1,val_Spatial_Relation_77,Is the laptop a part of the cake?,contrast,8
val_Spatial_Relation_77_contrast2,val_Spatial_Relation_77,Is the laptop a part of the cake?,contrast,7
val_Spatial_Relation_77_blur1,val_Spatial_Relation_77,Is the laptop a part of the cake?,blur,8
val_Spatial_Relation_77_blur2,val_Spatial_Relation_77,Is the laptop a part of the cake?,blur,7
val_Spatial_Relation_77_noise1,val_Spatial_Relation_77,Is the laptop a part of the cake?,noise,5
val_Spatial_Relation_77_noise2,val_Spatial_Relation_77,Is the laptop a part of the cake?,noise,7
val_Spatial_Relation_77_masking1,val_Spatial_Relation_77,Is the laptop a part of the cake?,masking,5
val_Spatial_Relation_77_masking2,val_Spatial_Relation_77,Is the laptop a part of the cake?,masking,7
val_Spatial_Relation_77_rotate1,val_Spatial_Relation_77,Is the laptop a part of the cake?,rotate,8
val_Spatial_Relation_77_rotate2,val_Spatial_Relation_77,Is the laptop a part of the cake?,rotate,7
val_Spatial_Relation_77_shift1,val_Spatial_Relation_77,Is the laptop a part of the cake?,shift,8
val_Spatial_Relation_77_shift2,val_Spatial_Relation_77,Is the laptop a part of the cake?,shift,7
val_Spatial_Relation_77_bw1,val_Spatial_Relation_77,Is the laptop a part of the cake?,bw,NA
val_Spatial_Relation_77_bw2,val_Spatial_Relation_77,Is the laptop a part of the cake?,bw,NA
val_Spatial_Relation_78_contrast1,val_Spatial_Relation_78,Is the backpack on top of the cat?,contrast,3
val_Spatial_Relation_78_contrast2,val_Spatial_Relation_78,Is the backpack on top of the cat?,contrast,8
val_Spatial_Relation_78_blur1,val_Spatial_Relation_78,Is the backpack on top of the cat?,blur,3
val_Spatial_Relation_78_blur2,val_Spatial_Relation_78,Is the backpack on top of the cat?,blur,8
val_Spatial_Relation_78_noise1,val_Spatial_Relation_78,Is the backpack on top of the cat?,noise,9
val_Spatial_Relation_78_noise2,val_Spatial_Relation_78,Is the backpack on top of the cat?,noise,8
val_Spatial_Relation_78_masking1,val_Spatial_Relation_78,Is the backpack on top of the cat?,masking,9
val_Spatial_Relation_78_masking2,val_Spatial_Relation_78,Is the backpack on top of the cat?,masking,8
val_Spatial_Relation_78_rotate1,val_Spatial_Relation_78,Is the backpack on top of the cat?,rotate,3
val_Spatial_Relation_78_rotate2,val_Spatial_Relation_78,Is the backpack on top of the cat?,rotate,8
val_Spatial_Relation_78_shift1,val_Spatial_Relation_78,Is the backpack on top of the cat?,shift,3
val_Spatial_Relation_78_shift2,val_Spatial_Relation_78,Is the backpack on top of the cat?,shift,8
val_Spatial_Relation_78_bw1,val_Spatial_Relation_78,Is the backpack on top of the cat?,bw,NA
val_Spatial_Relation_78_bw2,val_Spatial_Relation_78,Is the backpack on top of the cat?,bw,NA
val_Spatial_Relation_79_contrast1,val_Spatial_Relation_79,Is the sandwich inside the person?,contrast,7
val_Spatial_Relation_79_contrast2,val_Spatial_Relation_79,Is the sandwich inside the person?,contrast,8
val_Spatial_Relation_79_blur1,val_Spatial_Relation_79,Is the sandwich inside the person?,blur,7
val_Spatial_Relation_79_blur2,val_Spatial_Relation_79,Is the sandwich inside the person?,blur,8
val_Spatial_Relation_79_noise1,val_Spatial_Relation_79,Is the sandwich inside the person?,noise,6
val_Spatial_Relation_79_noise2,val_Spatial_Relation_79,Is the sandwich inside the person?,noise,5
val_Spatial_Relation_79_masking1,val_Spatial_Relation_79,Is the sandwich inside the person?,masking,6
val_Spatial_Relation_79_masking2,val_Spatial_Relation_79,Is the sandwich inside the person?,masking,5
val_Spatial_Relation_79_rotate1,val_Spatial_Relation_79,Is the sandwich inside the person?,rotate,7
val_Spatial_Relation_79_rotate2,val_Spatial_Relation_79,Is the sandwich inside the person?,rotate,8
val_Spatial_Relation_79_shift1,val_Spatial_Relation_79,Is the sandwich inside the person?,shift,7
val_Spatial_Relation_79_shift2,val_Spatial_Relation_79,Is the sandwich inside the person?,shift,8
val_Spatial_Relation_79_bw1,val_Spatial_Relation_79,Is the sandwich inside the person?,bw,NA
val_Spatial_Relation_79_bw2,val_Spatial_Relation_79,Is the sandwich inside the person?,bw,NA
val_Spatial_Relation_80_contrast1,val_Spatial_Relation_80,Is the bicycle in the train?,contrast,7
val_Spatial_Relation_80_contrast2,val_Spatial_Relation_80,Is the bicycle in the train?,contrast,3
val_Spatial_Relation_80_blur1,val_Spatial_Relation_80,Is the bicycle in the train?,blur,7
val_Spatial_Relation_80_blur2,val_Spatial_Relation_80,Is the bicycle in the train?,blur,3
val_Spatial_Relation_80_noise1,val_Spatial_Relation_80,Is the bicycle in the train?,noise,6
val_Spatial_Relation_80_noise2,val_Spatial_Relation_80,Is the bicycle in the train?,noise,5
val_Spatial_Relation_80_masking1,val_Spatial_Relation_80,Is the bicycle in the train?,masking,6
val_Spatial_Relation_80_masking2,val_Spatial_Relation_80,Is the bicycle in the train?,masking,5
val_Spatial_Relation_80_rotate1,val_Spatial_Relation_80,Is the bicycle in the train?,rotate,7
val_Spatial_Relation_80_rotate2,val_Spatial_Relation_80,Is the bicycle in the train?,rotate,3
val_Spatial_Relation_80_shift1,val_Spatial_Relation_80,Is the bicycle in the train?,shift,7
val_Spatial_Relation_80_shift2,val_Spatial_Relation_80,Is the bicycle in the train?,shift,3
val_Spatial_Relation_80_bw1,val_Spatial_Relation_80,Is the bicycle in the train?,bw,NA
val_Spatial_Relation_80_bw2,val_Spatial_Relation_80,Is the bicycle in the train?,bw,NA
val_Spatial_Relation_81_contrast1,val_Spatial_Relation_81,Is the person touching the pizza?,contrast,7
val_Spatial_Relation_81_contrast2,val_Spatial_Relation_81,Is the person touching the pizza?,contrast,3
val_Spatial_Relation_81_blur1,val_Spatial_Relation_81,Is the person touching the pizza?,blur,7
val_Spatial_Relation_81_blur2,val_Spatial_Relation_81,Is the person touching the pizza?,blur,3
val_Spatial_Relation_81_noise1,val_Spatial_Relation_81,Is the person touching the pizza?,noise,10
val_Spatial_Relation_81_noise2,val_Spatial_Relation_81,Is the person touching the pizza?,noise,6
val_Spatial_Relation_81_masking1,val_Spatial_Relation_81,Is the person touching the pizza?,masking,10
val_Spatial_Relation_81_masking2,val_Spatial_Relation_81,Is the person touching the pizza?,masking,6
val_Spatial_Relation_81_rotate1,val_Spatial_Relation_81,Is the person touching the pizza?,rotate,7
val_Spatial_Relation_81_rotate2,val_Spatial_Relation_81,Is the person touching the pizza?,rotate,3
val_Spatial_Relation_81_shift1,val_Spatial_Relation_81,Is the person touching the pizza?,shift,7
val_Spatial_Relation_81_shift2,val_Spatial_Relation_81,Is the person touching the pizza?,shift,3
val_Spatial_Relation_81_bw1,val_Spatial_Relation_81,Is the person touching the pizza?,bw,NA
val_Spatial_Relation_81_bw2,val_Spatial_Relation_81,Is the person touching the pizza?,bw,NA
val_Spatial_Relation_82_contrast1,val_Spatial_Relation_82,Is the sandwich touching the person?,contrast,6
val_Spatial_Relation_82_contrast2,val_Spatial_Relation_82,Is the sandwich touching the person?,contrast,3
val_Spatial_Relation_82_blur1,val_Spatial_Relation_82,Is the sandwich touching the person?,blur,6
val_Spatial_Relation_82_blur2,val_Spatial_Relation_82,Is the sandwich touching the person?,blur,3
val_Spatial_Relation_82_noise1,val_Spatial_Relation_82,Is the sandwich touching the person?,noise,9
val_Spatial_Relation_82_noise2,val_Spatial_Relation_82,Is the sandwich touching the person?,noise,6
val_Spatial_Relation_82_masking1,val_Spatial_Relation_82,Is the sandwich touching the person?,masking,9
val_Spatial_Relation_82_masking2,val_Spatial_Relation_82,Is the sandwich touching the person?,masking,6
val_Spatial_Relation_82_rotate1,val_Spatial_Relation_82,Is the sandwich touching the person?,rotate,6
val_Spatial_Relation_82_rotate2,val_Spatial_Relation_82,Is the sandwich touching the person?,rotate,3
val_Spatial_Relation_82_shift1,val_Spatial_Relation_82,Is the sandwich touching the person?,shift,6
val_Spatial_Relation_82_shift2,val_Spatial_Relation_82,Is the sandwich touching the person?,shift,3
val_Spatial_Relation_82_bw1,val_Spatial_Relation_82,Is the sandwich touching the person?,bw,NA
val_Spatial_Relation_82_bw2,val_Spatial_Relation_82,Is the sandwich touching the person?,bw,NA
val_Spatial_Relation_83_contrast1,val_Spatial_Relation_83,Is the cat next to the bed?,contrast,7
val_Spatial_Relation_83_contrast2,val_Spatial_Relation_83,Is the cat next to the bed?,contrast,8
val_Spatial_Relation_83_blur1,val_Spatial_Relation_83,Is the cat next to the bed?,blur,7
val_Spatial_Relation_83_blur2,val_Spatial_Relation_83,Is the cat next to the bed?,blur,8
val_Spatial_Relation_83_noise1,val_Spatial_Relation_83,Is the cat next to the bed?,noise,5
val_Spatial_Relation_83_noise2,val_Spatial_Relation_83,Is the cat next to the bed?,noise,9
val_Spatial_Relation_83_masking1,val_Spatial_Relation_83,Is the cat next to the bed?,masking,5
val_Spatial_Relation_83_masking2,val_Spatial_Relation_83,Is the cat next to the bed?,masking,9
val_Spatial_Relation_83_rotate1,val_Spatial_Relation_83,Is the cat next to the bed?,rotate,7
val_Spatial_Relation_83_rotate2,val_Spatial_Relation_83,Is the cat next to the bed?,rotate,8
val_Spatial_Relation_83_shift1,val_Spatial_Relation_83,Is the cat next to the bed?,shift,7
val_Spatial_Relation_83_shift2,val_Spatial_Relation_83,Is the cat next to the bed?,shift,8
val_Spatial_Relation_83_bw1,val_Spatial_Relation_83,Is the cat next to the bed?,bw,NA
val_Spatial_Relation_83_bw2,val_Spatial_Relation_83,Is the cat next to the bed?,bw,NA
val_Spatial_Relation_84_contrast1,val_Spatial_Relation_84,Is the truck below the boat?,contrast,3
val_Spatial_Relation_84_contrast2,val_Spatial_Relation_84,Is the truck below the boat?,contrast,6
val_Spatial_Relation_84_blur1,val_Spatial_Relation_84,Is the truck below the boat?,blur,3
val_Spatial_Relation_84_blur2,val_Spatial_Relation_84,Is the truck below the boat?,blur,6
val_Spatial_Relation_84_noise1,val_Spatial_Relation_84,Is the truck below the boat?,noise,10
val_Spatial_Relation_84_noise2,val_Spatial_Relation_84,Is the truck below the boat?,noise,9
val_Spatial_Relation_84_masking1,val_Spatial_Relation_84,Is the truck below the boat?,masking,10
val_Spatial_Relation_84_masking2,val_Spatial_Relation_84,Is the truck below the boat?,masking,9
val_Spatial_Relation_84_rotate1,val_Spatial_Relation_84,Is the truck below the boat?,rotate,3
val_Spatial_Relation_84_rotate2,val_Spatial_Relation_84,Is the truck below the boat?,rotate,6
val_Spatial_Relation_84_shift1,val_Spatial_Relation_84,Is the truck below the boat?,shift,3
val_Spatial_Relation_84_shift2,val_Spatial_Relation_84,Is the truck below the boat?,shift,6
val_Spatial_Relation_84_bw1,val_Spatial_Relation_84,Is the truck below the boat?,bw,NA
val_Spatial_Relation_84_bw2,val_Spatial_Relation_84,Is the truck below the boat?,bw,NA
val_Spatial_Relation_85_contrast1,val_Spatial_Relation_85,Is the truck in front of the boat?,contrast,7
val_Spatial_Relation_85_contrast2,val_Spatial_Relation_85,Is the truck in front of the boat?,contrast,8
val_Spatial_Relation_85_blur1,val_Spatial_Relation_85,Is the truck in front of the boat?,blur,7
val_Spatial_Relation_85_blur2,val_Spatial_Relation_85,Is the truck in front of the boat?,blur,8
val_Spatial_Relation_85_noise1,val_Spatial_Relation_85,Is the truck in front of the boat?,noise,7
val_Spatial_Relation_85_noise2,val_Spatial_Relation_85,Is the truck in front of the boat?,noise,10
val_Spatial_Relation_85_masking1,val_Spatial_Relation_85,Is the truck in front of the boat?,masking,7
val_Spatial_Relation_85_masking2,val_Spatial_Relation_85,Is the truck in front of the boat?,masking,10
val_Spatial_Relation_85_rotate1,val_Spatial_Relation_85,Is the truck in front of the boat?,rotate,7
val_Spatial_Relation_85_rotate2,val_Spatial_Relation_85,Is the truck in front of the boat?,rotate,8
val_Spatial_Relation_85_shift1,val_Spatial_Relation_85,Is the truck in front of the boat?,shift,7
val_Spatial_Relation_85_shift2,val_Spatial_Relation_85,Is the truck in front of the boat?,shift,8
val_Spatial_Relation_85_bw1,val_Spatial_Relation_85,Is the truck in front of the boat?,bw,NA
val_Spatial_Relation_85_bw2,val_Spatial_Relation_85,Is the truck in front of the boat?,bw,NA
val_Spatial_Relation_86_contrast1,val_Spatial_Relation_86,Is the person at the left side of the bed?,contrast,4
val_Spatial_Relation_86_contrast2,val_Spatial_Relation_86,Is the person at the left side of the bed?,contrast,5
val_Spatial_Relation_86_blur1,val_Spatial_Relation_86,Is the person at the left side of the bed?,blur,4
val_Spatial_Relation_86_blur2,val_Spatial_Relation_86,Is the person at the left side of the bed?,blur,5
val_Spatial_Relation_86_noise1,val_Spatial_Relation_86,Is the person at the left side of the bed?,noise,6
val_Spatial_Relation_86_noise2,val_Spatial_Relation_86,Is the person at the left side of the bed?,noise,7
val_Spatial_Relation_86_masking1,val_Spatial_Relation_86,Is the person at the left side of the bed?,masking,6
val_Spatial_Relation_86_masking2,val_Spatial_Relation_86,Is the person at the left side of the bed?,masking,7
val_Spatial_Relation_86_rotate1,val_Spatial_Relation_86,Is the person at the left side of the bed?,rotate,4
val_Spatial_Relation_86_rotate2,val_Spatial_Relation_86,Is the person at the left side of the bed?,rotate,5
val_Spatial_Relation_86_shift1,val_Spatial_Relation_86,Is the person at the left side of the bed?,shift,4
val_Spatial_Relation_86_shift2,val_Spatial_Relation_86,Is the person at the left side of the bed?,shift,5
val_Spatial_Relation_86_bw1,val_Spatial_Relation_86,Is the person at the left side of the bed?,bw,NA
val_Spatial_Relation_86_bw2,val_Spatial_Relation_86,Is the person at the left side of the bed?,bw,NA
val_Spatial_Relation_87_contrast1,val_Spatial_Relation_87,Is the truck over the cat?,contrast,6
val_Spatial_Relation_87_contrast2,val_Spatial_Relation_87,Is the truck over the cat?,contrast,4
val_Spatial_Relation_87_blur1,val_Spatial_Relation_87,Is the truck over the cat?,blur,6
val_Spatial_Relation_87_blur2,val_Spatial_Relation_87,Is the truck over the cat?,blur,4
val_Spatial_Relation_87_noise1,val_Spatial_Relation_87,Is the truck over the cat?,noise,10
val_Spatial_Relation_87_noise2,val_Spatial_Relation_87,Is the truck over the cat?,noise,7
val_Spatial_Relation_87_masking1,val_Spatial_Relation_87,Is the truck over the cat?,masking,10
val_Spatial_Relation_87_masking2,val_Spatial_Relation_87,Is the truck over the cat?,masking,7
val_Spatial_Relation_87_rotate1,val_Spatial_Relation_87,Is the truck over the cat?,rotate,6
val_Spatial_Relation_87_rotate2,val_Spatial_Relation_87,Is the truck over the cat?,rotate,4
val_Spatial_Relation_87_shift1,val_Spatial_Relation_87,Is the truck over the cat?,shift,6
val_Spatial_Relation_87_shift2,val_Spatial_Relation_87,Is the truck over the cat?,shift,4
val_Spatial_Relation_87_bw1,val_Spatial_Relation_87,Is the truck over the cat?,bw,NA
val_Spatial_Relation_87_bw2,val_Spatial_Relation_87,Is the truck over the cat?,bw,NA
val_Spatial_Relation_88_contrast1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,contrast,6
val_Spatial_Relation_88_contrast2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,contrast,5
val_Spatial_Relation_88_blur1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,blur,6
val_Spatial_Relation_88_blur2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,blur,5
val_Spatial_Relation_88_noise1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,noise,5
val_Spatial_Relation_88_noise2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,noise,10
val_Spatial_Relation_88_masking1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,masking,5
val_Spatial_Relation_88_masking2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,masking,10
val_Spatial_Relation_88_rotate1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,rotate,6
val_Spatial_Relation_88_rotate2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,rotate,5
val_Spatial_Relation_88_shift1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,shift,6
val_Spatial_Relation_88_shift2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,shift,5
val_Spatial_Relation_88_bw1,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,bw,NA
val_Spatial_Relation_88_bw2,val_Spatial_Relation_88,Is the cup at the left side of the bowl?,bw,NA
val_Spatial_Relation_89_contrast1,val_Spatial_Relation_89,Is the dining table beneath the cat?,contrast,6
val_Spatial_Relation_89_contrast2,val_Spatial_Relation_89,Is the dining table beneath the cat?,contrast,7
val_Spatial_Relation_89_blur1,val_Spatial_Relation_89,Is the dining table beneath the cat?,blur,6
val_Spatial_Relation_89_blur2,val_Spatial_Relation_89,Is the dining table beneath the cat?,blur,7
val_Spatial_Relation_89_noise1,val_Spatial_Relation_89,Is the dining table beneath the cat?,noise,9
val_Spatial_Relation_89_noise2,val_Spatial_Relation_89,Is the dining table beneath the cat?,noise,5
val_Spatial_Relation_89_masking1,val_Spatial_Relation_89,Is the dining table beneath the cat?,masking,9
val_Spatial_Relation_89_masking2,val_Spatial_Relation_89,Is the dining table beneath the cat?,masking,5
val_Spatial_Relation_89_rotate1,val_Spatial_Relation_89,Is the dining table beneath the cat?,rotate,6
val_Spatial_Relation_89_rotate2,val_Spatial_Relation_89,Is the dining table beneath the cat?,rotate,7
val_Spatial_Relation_89_shift1,val_Spatial_Relation_89,Is the dining table beneath the cat?,shift,6
val_Spatial_Relation_89_shift2,val_Spatial_Relation_89,Is the dining table beneath the cat?,shift,7
val_Spatial_Relation_89_bw1,val_Spatial_Relation_89,Is the dining table beneath the cat?,bw,NA
val_Spatial_Relation_89_bw2,val_Spatial_Relation_89,Is the dining table beneath the cat?,bw,NA
val_Spatial_Relation_90_contrast1,val_Spatial_Relation_90,Is the cat with the teddy bear?,contrast,3
val_Spatial_Relation_90_contrast2,val_Spatial_Relation_90,Is the cat with the teddy bear?,contrast,7
val_Spatial_Relation_90_blur1,val_Spatial_Relation_90,Is the cat with the teddy bear?,blur,3
val_Spatial_Relation_90_blur2,val_Spatial_Relation_90,Is the cat with the teddy bear?,blur,7
val_Spatial_Relation_90_noise1,val_Spatial_Relation_90,Is the cat with the teddy bear?,noise,6
val_Spatial_Relation_90_noise2,val_Spatial_Relation_90,Is the cat with the teddy bear?,noise,9
val_Spatial_Relation_90_masking1,val_Spatial_Relation_90,Is the cat with the teddy bear?,masking,6
val_Spatial_Relation_90_masking2,val_Spatial_Relation_90,Is the cat with the teddy bear?,masking,9
val_Spatial_Relation_90_rotate1,val_Spatial_Relation_90,Is the cat with the teddy bear?,rotate,3
val_Spatial_Relation_90_rotate2,val_Spatial_Relation_90,Is the cat with the teddy bear?,rotate,7
val_Spatial_Relation_90_shift1,val_Spatial_Relation_90,Is the cat with the teddy bear?,shift,3
val_Spatial_Relation_90_shift2,val_Spatial_Relation_90,Is the cat with the teddy bear?,shift,7
val_Spatial_Relation_90_bw1,val_Spatial_Relation_90,Is the cat with the teddy bear?,bw,NA
val_Spatial_Relation_90_bw2,val_Spatial_Relation_90,Is the cat with the teddy bear?,bw,NA
val_Spatial_Relation_91_contrast1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,contrast,5
val_Spatial_Relation_91_contrast2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,contrast,4
val_Spatial_Relation_91_blur1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,blur,5
val_Spatial_Relation_91_blur2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,blur,4
val_Spatial_Relation_91_noise1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,noise,7
val_Spatial_Relation_91_noise2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,noise,5
val_Spatial_Relation_91_masking1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,masking,7
val_Spatial_Relation_91_masking2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,masking,5
val_Spatial_Relation_91_rotate1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,rotate,5
val_Spatial_Relation_91_rotate2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,rotate,4
val_Spatial_Relation_91_shift1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,shift,5
val_Spatial_Relation_91_shift2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,shift,4
val_Spatial_Relation_91_bw1,val_Spatial_Relation_91,Is the teddy bear touching the cat?,bw,NA
val_Spatial_Relation_91_bw2,val_Spatial_Relation_91,Is the teddy bear touching the cat?,bw,NA
val_Spatial_Relation_92_contrast1,val_Spatial_Relation_92,Is the tv under the cat?,contrast,4
val_Spatial_Relation_92_contrast2,val_Spatial_Relation_92,Is the tv under the cat?,contrast,5
val_Spatial_Relation_92_blur1,val_Spatial_Relation_92,Is the tv under the cat?,blur,4
val_Spatial_Relation_92_blur2,val_Spatial_Relation_92,Is the tv under the cat?,blur,5
val_Spatial_Relation_92_noise1,val_Spatial_Relation_92,Is the tv under the cat?,noise,7
val_Spatial_Relation_92_noise2,val_Spatial_Relation_92,Is the tv under the cat?,noise,6
val_Spatial_Relation_92_masking1,val_Spatial_Relation_92,Is the tv under the cat?,masking,7
val_Spatial_Relation_92_masking2,val_Spatial_Relation_92,Is the tv under the cat?,masking,6
val_Spatial_Relation_92_rotate1,val_Spatial_Relation_92,Is the tv under the cat?,rotate,4
val_Spatial_Relation_92_rotate2,val_Spatial_Relation_92,Is the tv under the cat?,rotate,5
val_Spatial_Relation_92_shift1,val_Spatial_Relation_92,Is the tv under the cat?,shift,4
val_Spatial_Relation_92_shift2,val_Spatial_Relation_92,Is the tv under the cat?,shift,5
val_Spatial_Relation_92_bw1,val_Spatial_Relation_92,Is the tv under the cat?,bw,NA
val_Spatial_Relation_92_bw2,val_Spatial_Relation_92,Is the tv under the cat?,bw,NA
val_Spatial_Relation_93_contrast1,val_Spatial_Relation_93,Is the cat at the left side of the pizza?,contrast,6
val_Spatial_Relation_93_contrast2,val_Spatial_Relation_93,Is the cat at the left side of the pizza?,contrast,7
val_Spatial_Relation_93_blur1,val_Spatial_Relation_93,Is the cat at the left side of the pizza?,blur,6
val_Spatial_Relation_93_blur2,val_Spatial_Relation_93,Is the cat at the left side of the pizza?,blur,7
val_Spatial_Relation_93_noise1,val_Spatial_Relation_93,Is the cat at the left side of the pizza?,noise,10
val_Spatial_Relation_93_noise2,val_Spatial_Relation_93,Is the cat at the left side of the pizza?,noise,7
