idx,question,orig_idx
val_Spatial_Reasoning_150_rephrased4,The dog is positioned by the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased5,The frisbee is placed near the dog.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased6,The dog is positioned near the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased7,The frisbee is beside the dog.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased8,The dog is by the side of the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased9,The frisbee is adjacent to the dog.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased10,The dog is located by the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased11,The frisbee is situated next to the dog.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased12,The dog is in close proximity to the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased13,The frisbee is in close proximity to the dog.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased14,The dog is adjacent to the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_151_rephrased1,The dog is above the bench.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased2,The bench is situated below the dog's level.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased3,The dog is positioned above the bench.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased4,The bench is located beneath the dog.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased5,The dog is higher than the bench.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased6,The bench is positioned below the dog's standing height.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased7,The dog's feet are above the bench.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased8,The bench is situated at a lower level than the dog.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased9,The dog is standing above the bench.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased10,The bench is at a lower position than the dog.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased11,The dog is elevated above the bench.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased12,The bench is at a lower height than the dog.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased13,The dog is above the bench in terms of height.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_151_rephrased14,The bench is below the level of the dog.,val_Spatial_Reasoning_151
val_Spatial_Reasoning_152_rephrased1,The motorcycle has the dog on its right side.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased2,The dog is positioned on the right-hand side of the motorcycle.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased3,The motorcycle is accompanied by the dog on its right.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased4,The right side of the motorcycle is occupied by the dog.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased5,The dog is situated to the right of the motorcycle.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased6,The motorcycle has the dog placed on its right.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased7,The dog is located on the right side of the motorcycle.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased8,The right side of the motorcycle is where the dog is.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased9,The motorcycle's right side is home to the dog.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased10,The dog is on the motorcycle's right-hand side.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased11,The motorcycle is on the right side of the dog.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased12,The right side of the motorcycle is where you can find the dog.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased13,The dog is situated on the motorcycle's right.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_152_rephrased14,The motorcycle's right side is where the dog is positioned.,val_Spatial_Reasoning_152
val_Spatial_Reasoning_153_rephrased1,The train is directly above the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased2,The laptop is positioned underneath the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased3,The train is situated directly above the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased4,The laptop is located beneath the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased5,The train is hovering above the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased6,The laptop is lying beneath the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased7,The train is placed directly above the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased8,The laptop is positioned under the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased9,The train is positioned directly above the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased10,The laptop is situated underneath the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased11,The train is above the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased12,The laptop is on the underside of the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased13,The train is directly overhead of the laptop.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_153_rephrased14,The laptop is at the bottom of the train.,val_Spatial_Reasoning_153
val_Spatial_Reasoning_154_rephrased1,The laptop is located within the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased2,The laptop is situated inside the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased3,The laptop is found inside the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased4,The laptop is positioned inside the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased5,The laptop is currently inside the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased6,The train contains the laptop.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased7,The laptop is placed inside the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased8,The train has the laptop inside it.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased9,The laptop is within the interior of the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased10,The laptop is inside the interior of the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased11,The laptop is situated inside the interior of the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased12,The train's interior contains the laptop.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased13,The laptop is inside the train's interior.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_154_rephrased14,The laptop is positioned within the train.,val_Spatial_Reasoning_154
val_Spatial_Reasoning_155_rephrased1,The motorcycle has a dog on it.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased2,A dog is riding on the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased3,The motorcycle is carrying a dog.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased4,There's a dog sitting on the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased5,A dog is perched on the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased6,The motorcycle has a canine passenger.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased7,The dog is positioned on the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased8,The motorcycle is occupied by a dog.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased9,A dog is currently on the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased10,The motorcycle has a dog as a passenger.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased11,The dog is sitting on the motorcycle right now.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased12,A dog is situated on the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased13,A dog is on the back of the motorcycle.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_155_rephrased14,The motorcycle has a dog as a rider.,val_Spatial_Reasoning_155
val_Spatial_Reasoning_156_rephrased1,The motorcycle is ahead of the train.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased2,The train is positioned behind the motorcycle.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased3,The motorcycle is ahead of it.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased4,The motorcycle is in front of the train.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased5,The train is located behind the motorcycle.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased6,"Behind the motorcycle, the train is situated.",val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased7,The motorcycle is ahead of the train in the order.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased8,The train is situated behind the motorcycle.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased9,"The motorcycle is in the lead, and the train is behind.",val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased10,The train is trailing the motorcycle.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased11,"The motorcycle is in front of the train, which is behind.",val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased12,The train is positioned after the motorcycle.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased13,"The motorcycle is ahead, and the train is behind.",val_Spatial_Reasoning_156
val_Spatial_Reasoning_156_rephrased14,The train is located in the rear of the motorcycle.,val_Spatial_Reasoning_156
val_Spatial_Reasoning_157_rephrased1,The dog is above the chair.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased2,The chair is situated below the dog.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased3,The dog is positioned above the chair.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased4,The chair lies beneath the dog.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased5,The dog is located above the chair.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased6,The chair is positioned underneath the dog.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased7,The dog is above the chair in position.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased8,The chair is found below the dog.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased9,The dog is situated above the chair in space.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased10,The chair is located beneath the dog's feet.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased11,The dog is positioned above the chair in height.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased12,The chair is under the dog's presence.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased13,The dog is above the chair in elevation.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_157_rephrased14,The chair is situated beneath the dog's body.,val_Spatial_Reasoning_157
val_Spatial_Reasoning_158_rephrased1,The handbag is in contact with the chair.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased2,The chair and handbag are in physical contact.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased3,The handbag is being touched by the chair.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased4,The chair is in close proximity to the handbag.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased5,The handbag is adjacent to the chair.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased6,The chair is adjacent to the handbag.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased7,"The handbag is in contact with something, specifically the chair.",val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased8,The chair and the handbag are touching each other.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased9,The chair is in contact with the handbag.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased10,The handbag is in the same location as the chair.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased11,The chair and handbag are at the same point.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased12,The handbag is on or near the chair.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased13,The chair and handbag are in the same physical space.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_158_rephrased14,The chair is next to the handbag.,val_Spatial_Reasoning_158
val_Spatial_Reasoning_159_rephrased1,The laptop is close to the train.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased2,The train is located near the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased3,The laptop and train are in close proximity.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased4,The train is situated near the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased5,The laptop is adjacent to the train.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased6,The train is close by the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased7,The laptop is in the vicinity of the train.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased8,The train is right next to the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased9,The laptop and train are nearby.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased10,The train is positioned near the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased11,The laptop is in close proximity to the train.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased12,The train is just beside the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased13,The laptop is located near the train.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_159_rephrased14,The train is almost touching the laptop.,val_Spatial_Reasoning_159
val_Spatial_Reasoning_160_rephrased1,The horse is to the right of the zebra.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased2,The zebra is positioned to the left of the horse.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased3,The horse is located to the right of the zebra.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased4,The zebra is situated on the left side of the horse.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased5,The horse is placed to the right of the zebra.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased6,The zebra is situated to the left of the horse.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased7,The horse is on the right side of the zebra.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased8,The zebra is positioned on the left of the horse.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased9,The horse is to the right of the zebra in the arrangement.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased10,The zebra is located on the left of the horse.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased11,The horse is on the opposite side of the zebra.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased12,The zebra is situated to the left relative to the horse.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_160_rephrased13,The horse is positioned to the right relative to the zebra.,val_Spatial_Reasoning_160
val_Spatial_Reasoning_161_rephrased1,The bench is far from the dog.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased2,The dog is positioned at a considerable distance from the bench.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased3,At what distance is the dog situated from the bench?,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased4,The bench is located far away from the dog.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased5,The dog is not close to the bench.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased6,How far is the dog from the bench?,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased7,The dog is at a considerable remove from the bench.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased8,What is the distance between the dog and the bench?,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased9,The bench and the dog are far apart.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased10,The dog is not near the bench.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased11,The distance between the dog and the bench is considerable.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased12,The dog is situated at a great distance from the bench.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased13,The dog is far removed from the bench.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_161_rephrased14,The bench and the dog are not close to each other.,val_Spatial_Reasoning_161
val_Spatial_Reasoning_162_rephrased1,The chair has the dog underneath it.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased2,"Underneath the chair, you can find the dog.",val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased3,The dog is situated beneath the chair.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased4,Beneath the chair lies the dog.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased5,The dog is located under the chair.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased6,The chair is positioned above the dog.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased7,The dog is hiding under the chair.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased8,The chair is covering the dog.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased9,The dog is placed underneath the chair.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased10,"Under the chair, there is the dog.",val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased11,The dog is concealed under the chair.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased12,The chair is holding the dog underneath.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased13,The dog is positioned beneath the chair.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_162_rephrased14,The chair has the dog underneath it now.,val_Spatial_Reasoning_162
val_Spatial_Reasoning_163_rephrased1,The dog is situated on the right-hand side of the bench.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased2,The bench has the dog on its right side.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased3,The dog is positioned to the right of the bench.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased4,The bench is located to the left of the dog.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased5,The dog occupies the right side of the bench.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased6,The right side of the bench contains the dog.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased7,"The dog is on the right-hand side of the bench, facing outward.",val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased8,The bench's right side is occupied by the dog.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased9,The dog is situated to the right of the bench's center.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased10,The dog's location is on the right side of the bench.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased11,The right side of the bench is where the dog is located.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased12,The bench has the dog located on its right side.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased13,The dog is to the right of the center point of the bench.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_163_rephrased14,The right side of the bench is where the dog resides.,val_Spatial_Reasoning_163
val_Spatial_Reasoning_164_rephrased1,The laptop is being touched by the dog.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased2,The dog is in contact with the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased3,The laptop is being physically touched by the dog.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased4,The dog is in physical contact with the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased5,The laptop has the dog touching it.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased6,The dog is currently touching the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased7,The laptop is being touched at this moment by the dog.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased8,The dog has its body touching the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased9,The laptop is being physically in contact with the dog.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased10,The dog is making contact with the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased11,The laptop is being touched at present by the dog.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased12,The dog is directly touching the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased13,The laptop is being directly touched by the dog.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_164_rephrased14,The dog is in direct contact with the laptop.,val_Spatial_Reasoning_164
val_Spatial_Reasoning_165_rephrased1,The wine glass is in front of the dog.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased2,The dog is looking at the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased3,The wine glass is directly in the dog's line of sight.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased4,The dog is staring at the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased5,The wine glass is positioned in the direction the dog is facing.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased6,The dog's gaze is fixed on the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased7,The wine glass is situated in front of the dog's position.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased8,The dog is directly facing the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased9,The wine glass is in the direction the dog is oriented.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased10,The dog is turned towards the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased11,The wine glass is the object the dog is facing.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased12,The dog is looking straight at the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased13,The wine glass is in the dog's direct line of vision.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_165_rephrased14,The direction the dog is facing is towards the wine glass.,val_Spatial_Reasoning_165
val_Spatial_Reasoning_166_rephrased1,The train is positioned above the laptop.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased2,The laptop is located underneath the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased3,The train is sitting on top of the laptop.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased4,The laptop is directly beneath the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased5,The train is positioned below the laptop.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased6,The laptop is situated under the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased7,The train is above the laptop in position.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased8,The laptop is on the underside of the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased9,The train is placed on top of the laptop.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased10,The laptop is found beneath the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased11,The train is positioned with the laptop underneath.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased12,The laptop is positioned below the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased13,The train is located above the laptop in space.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_166_rephrased14,The laptop is situated underneath the train.,val_Spatial_Reasoning_166
val_Spatial_Reasoning_167_rephrased1,The dog is above the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased2,The bench is positioned at a lower level than the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased3,The dog is situated above the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased4,The bench is located below the level of the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased5,The dog is higher than the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased6,The bench is situated at a lower height than the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased7,The dog is positioned at a higher level than the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased8,The bench is at a lower elevation than the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased9,The dog is elevated above the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased10,The bench is lower than the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased11,The dog is at a higher position than the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased12,The bench is below the level of the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased13,The dog is higher in relation to the bench.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_167_rephrased14,The bench is in a lower position compared to the dog.,val_Spatial_Reasoning_167
val_Spatial_Reasoning_168_rephrased1,The horse has the chair positioned beneath it.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased2,The chair lies directly below the horse.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased3,Is the chair located directly beneath the horse?,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased4,Does the horse have the chair situated below it?,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased5,The chair is positioned below the horse's feet.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased6,The horse's feet are above the chair.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased7,The chair is situated at a lower level than the horse.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased8,What is the relationship between the chair and the horse?,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased9,The horse is situated above the chair.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased10,Is the chair on the ground beneath the horse?,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased11,The chair is below the level of the horse.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased12,The horse is positioned above the chair on the ground.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased13,The chair is lower than the horse in height.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_168_rephrased14,The horse is above the chair in elevation.,val_Spatial_Reasoning_168
val_Spatial_Reasoning_169_rephrased1,The horse and the chair are not in close proximity to each other.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased2,The chair is situated at a distance from the horse.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased3,The horse and the chair are separated by some space.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased4,The chair is positioned far from the horse.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased5,The horse is not adjacent to the chair.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased6,The chair is not next to the horse.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased7,The horse and the chair are not side by side.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased8,The chair is located a considerable distance away from the horse.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased9,The horse is separated from the chair by some distance.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased10,The chair is not in the immediate vicinity of the horse.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased11,The horse and the chair are not in close proximity.,val_Spatial_Reasoning_169
val_Spatial_Reasoning_169_rephrased12,The chair is positioned at a considerable remove from the horse.,val_Spatial_Reasoning_169
