idx,orig_idx,question,transformation_type,intensity,image_idx
val_Spatial_Relation_60_bw2_rephrased3,val_Spatial_Relation_60,Does the sandwich have any physical contact with the dining table?,bw,,val_Spatial_Relation_60_bw2
val_Spatial_Relation_60_bw2_rephrased4,val_Spatial_Relation_60,Is there any physical contact between the sandwich and the dining table?,bw,,val_Spatial_Relation_60_bw2
val_Spatial_Relation_61_contrast1_rephrased1,val_Spatial_Relation_61,Is the individual positioned to the left of the refrigerator?,contrast,6.0,val_Spatial_Relation_61_contrast1
val_Spatial_Relation_61_contrast1_rephrased2,val_Spatial_Relation_61,Is the person standing to the left of the refrigerator?,contrast,6.0,val_Spatial_Relation_61_contrast1
val_Spatial_Relation_61_contrast1_rephrased3,val_Spatial_Relation_61,Is the individual located on the left side of the refrigerator?,contrast,6.0,val_Spatial_Relation_61_contrast1
val_Spatial_Relation_61_contrast1_rephrased4,val_Spatial_Relation_61,Is the person situated to the left of the refrigerator?,contrast,6.0,val_Spatial_Relation_61_contrast1
val_Spatial_Relation_61_contrast2_rephrased1,val_Spatial_Relation_61,Is the individual positioned to the left of the refrigerator?,contrast,4.0,val_Spatial_Relation_61_contrast2
val_Spatial_Relation_61_contrast2_rephrased2,val_Spatial_Relation_61,Is the person situated on the left side of the refrigerator?,contrast,4.0,val_Spatial_Relation_61_contrast2
val_Spatial_Relation_61_contrast2_rephrased3,val_Spatial_Relation_61,Is the refrigerator's left side occupied by the person?,contrast,4.0,val_Spatial_Relation_61_contrast2
val_Spatial_Relation_61_contrast2_rephrased4,val_Spatial_Relation_61,Is the person standing to the left of the refrigerator?,contrast,4.0,val_Spatial_Relation_61_contrast2
val_Spatial_Relation_61_blur1_rephrased1,val_Spatial_Relation_61,Is the individual situated on the left side of the refrigerator?,blur,6.0,val_Spatial_Relation_61_blur1
val_Spatial_Relation_61_blur1_rephrased2,val_Spatial_Relation_61,Is the refrigerator's left side closer to the person in question?,blur,6.0,val_Spatial_Relation_61_blur1
val_Spatial_Relation_61_blur1_rephrased3,val_Spatial_Relation_61,Is the person positioned to the left of the refrigerator's location?,blur,6.0,val_Spatial_Relation_61_blur1
val_Spatial_Relation_61_blur1_rephrased4,val_Spatial_Relation_61,Is the refrigerator's left side adjacent to the person being referred to?,blur,6.0,val_Spatial_Relation_61_blur1
val_Spatial_Relation_61_blur2_rephrased1,val_Spatial_Relation_61,Is the individual standing on the side of the refrigerator to the left?,blur,4.0,val_Spatial_Relation_61_blur2
val_Spatial_Relation_61_blur2_rephrased2,val_Spatial_Relation_61,Is the person positioned to the left of the refrigerator?,blur,4.0,val_Spatial_Relation_61_blur2
val_Spatial_Relation_61_blur2_rephrased3,val_Spatial_Relation_61,Is the refrigerator's left side adjacent to the person?,blur,4.0,val_Spatial_Relation_61_blur2
val_Spatial_Relation_61_blur2_rephrased4,val_Spatial_Relation_61,Is the person located on the refrigerator's left-hand side?,blur,4.0,val_Spatial_Relation_61_blur2
val_Spatial_Relation_61_noise1_rephrased1,val_Spatial_Relation_61,Is the individual located to the left of the refrigerator?,noise,5.0,val_Spatial_Relation_61_noise1
val_Spatial_Relation_61_noise1_rephrased2,val_Spatial_Relation_61,Is the refrigerator's left side adjacent to the person?,noise,5.0,val_Spatial_Relation_61_noise1
val_Spatial_Relation_61_noise1_rephrased3,val_Spatial_Relation_61,Is the person situated on the refrigerator's left side?,noise,5.0,val_Spatial_Relation_61_noise1
val_Spatial_Relation_61_noise1_rephrased4,val_Spatial_Relation_61,Is the person positioned to the left of the refrigerator?,noise,5.0,val_Spatial_Relation_61_noise1
val_Spatial_Relation_61_noise2_rephrased1,val_Spatial_Relation_61,Is the individual situated to the left of the refrigerator?,noise,10.0,val_Spatial_Relation_61_noise2
val_Spatial_Relation_61_noise2_rephrased2,val_Spatial_Relation_61,Is the person positioned to the left of the refrigerator?,noise,10.0,val_Spatial_Relation_61_noise2
val_Spatial_Relation_61_noise2_rephrased3,val_Spatial_Relation_61,Is the person located to the left of the refrigerator?,noise,10.0,val_Spatial_Relation_61_noise2
val_Spatial_Relation_61_noise2_rephrased4,val_Spatial_Relation_61,Is the individual standing or situated to the left of the refrigerator?,noise,10.0,val_Spatial_Relation_61_noise2
val_Spatial_Relation_61_masking1_rephrased1,val_Spatial_Relation_61,Is the person situated on the left-hand side of the refrigerator?,masking,5.0,val_Spatial_Relation_61_masking1
val_Spatial_Relation_61_masking1_rephrased2,val_Spatial_Relation_61,Is the refrigerator's left side closer to the person?,masking,5.0,val_Spatial_Relation_61_masking1
val_Spatial_Relation_61_masking1_rephrased3,val_Spatial_Relation_61,Is the person positioned to the refrigerator's left?,masking,5.0,val_Spatial_Relation_61_masking1
val_Spatial_Relation_61_masking1_rephrased4,val_Spatial_Relation_61,Is the person located on the refrigerator's left side?,masking,5.0,val_Spatial_Relation_61_masking1
val_Spatial_Relation_61_masking2_rephrased1,val_Spatial_Relation_61,Is the individual positioned to the left of the refrigerator?,masking,10.0,val_Spatial_Relation_61_masking2
val_Spatial_Relation_61_masking2_rephrased2,val_Spatial_Relation_61,Is the person situated on the left side of the refrigerator?,masking,10.0,val_Spatial_Relation_61_masking2
val_Spatial_Relation_61_masking2_rephrased3,val_Spatial_Relation_61,Is the individual located to the left of the refrigerator?,masking,10.0,val_Spatial_Relation_61_masking2
val_Spatial_Relation_61_masking2_rephrased4,val_Spatial_Relation_61,Is the person positioned on the left of the refrigerator?,masking,10.0,val_Spatial_Relation_61_masking2
val_Spatial_Relation_61_rotate1_rephrased1,val_Spatial_Relation_61,Is the person situated on the left-hand side of the refrigerator?,rotate,6.0,val_Spatial_Relation_61_rotate1
val_Spatial_Relation_61_rotate1_rephrased2,val_Spatial_Relation_61,Is the refrigerator's left side adjacent to the person?,rotate,6.0,val_Spatial_Relation_61_rotate1
val_Spatial_Relation_61_rotate1_rephrased3,val_Spatial_Relation_61,Is the person positioned to the left of the refrigerator?,rotate,6.0,val_Spatial_Relation_61_rotate1
val_Spatial_Relation_61_rotate1_rephrased4,val_Spatial_Relation_61,Is the refrigerator's left side where the person is located?,rotate,6.0,val_Spatial_Relation_61_rotate1
val_Spatial_Relation_61_rotate2_rephrased1,val_Spatial_Relation_61,Is the individual positioned on the opposite side of the refrigerator from the right?,rotate,4.0,val_Spatial_Relation_61_rotate2
val_Spatial_Relation_61_rotate2_rephrased2,val_Spatial_Relation_61,Is the person located to the left of the refrigerator's right side?,rotate,4.0,val_Spatial_Relation_61_rotate2
val_Spatial_Relation_61_rotate2_rephrased3,val_Spatial_Relation_61,Is the individual standing to the left of the refrigerator's right-hand side?,rotate,4.0,val_Spatial_Relation_61_rotate2
val_Spatial_Relation_61_rotate2_rephrased4,val_Spatial_Relation_61,Is the person positioned on the left side when facing the refrigerator from its right?,rotate,4.0,val_Spatial_Relation_61_rotate2
val_Spatial_Relation_61_shift1_rephrased1,val_Spatial_Relation_61,Is the individual positioned to the left of the refrigerator?,shift,6.0,val_Spatial_Relation_61_shift1
val_Spatial_Relation_61_shift1_rephrased2,val_Spatial_Relation_61,Is the person situated on the left side of the refrigerator?,shift,6.0,val_Spatial_Relation_61_shift1
val_Spatial_Relation_61_shift1_rephrased3,val_Spatial_Relation_61,Is the person standing to the left of the refrigerator?,shift,6.0,val_Spatial_Relation_61_shift1
val_Spatial_Relation_61_shift1_rephrased4,val_Spatial_Relation_61,Is the individual located on the left side of the refrigerator?,shift,6.0,val_Spatial_Relation_61_shift1
val_Spatial_Relation_61_shift2_rephrased1,val_Spatial_Relation_61,Is the individual situated on the left-hand side of the refrigerator?,shift,4.0,val_Spatial_Relation_61_shift2
val_Spatial_Relation_61_shift2_rephrased2,val_Spatial_Relation_61,Is the person positioned to the left of the refrigerator?,shift,4.0,val_Spatial_Relation_61_shift2
val_Spatial_Relation_61_shift2_rephrased3,val_Spatial_Relation_61,Is the person standing or located to the left of the refrigerator?,shift,4.0,val_Spatial_Relation_61_shift2
val_Spatial_Relation_61_shift2_rephrased4,val_Spatial_Relation_61,Is the individual positioned to the left of the refrigerator's location?,shift,4.0,val_Spatial_Relation_61_shift2
val_Spatial_Relation_61_bw1_rephrased1,val_Spatial_Relation_61,Is the individual situated on the side of the refrigerator that is not on the right?,bw,,val_Spatial_Relation_61_bw1
val_Spatial_Relation_61_bw1_rephrased2,val_Spatial_Relation_61,Is the person standing next to the refrigerator on the side opposite the right-hand side?,bw,,val_Spatial_Relation_61_bw1
val_Spatial_Relation_61_bw1_rephrased3,val_Spatial_Relation_61,Is the person located on the refrigerator's left-hand side?,bw,,val_Spatial_Relation_61_bw1
val_Spatial_Relation_61_bw1_rephrased4,val_Spatial_Relation_61,Is the person situated on the refrigerator's left side?,bw,,val_Spatial_Relation_61_bw1
val_Spatial_Relation_61_bw2_rephrased1,val_Spatial_Relation_61,Is the person situated to the left of the refrigerator?,bw,,val_Spatial_Relation_61_bw2
val_Spatial_Relation_61_bw2_rephrased2,val_Spatial_Relation_61,Is the refrigerator's left side occupied by the person?,bw,,val_Spatial_Relation_61_bw2
val_Spatial_Relation_61_bw2_rephrased3,val_Spatial_Relation_61,Is the person positioned on the refrigerator's left side?,bw,,val_Spatial_Relation_61_bw2
val_Spatial_Relation_61_bw2_rephrased4,val_Spatial_Relation_61,Is the person located to the left when facing the refrigerator?,bw,,val_Spatial_Relation_61_bw2
val_Spatial_Relation_62_contrast1_rephrased1,val_Spatial_Relation_62,Is the boat currently positioned on top of the truck?,contrast,8.0,val_Spatial_Relation_62_contrast1
val_Spatial_Relation_62_contrast1_rephrased2,val_Spatial_Relation_62,Is the truck carrying the boat on its surface?,contrast,8.0,val_Spatial_Relation_62_contrast1
val_Spatial_Relation_62_contrast1_rephrased3,val_Spatial_Relation_62,Is the boat situated on top of the truck at the moment?,contrast,8.0,val_Spatial_Relation_62_contrast1
val_Spatial_Relation_62_contrast1_rephrased4,val_Spatial_Relation_62,"Is the boat being transported by the truck, resting on its surface?",contrast,8.0,val_Spatial_Relation_62_contrast1
val_Spatial_Relation_62_contrast2_rephrased1,val_Spatial_Relation_62,Is the boat currently situated on the truck?,contrast,6.0,val_Spatial_Relation_62_contrast2
val_Spatial_Relation_62_contrast2_rephrased2,val_Spatial_Relation_62,Is the boat positioned on the truck?,contrast,6.0,val_Spatial_Relation_62_contrast2
val_Spatial_Relation_62_contrast2_rephrased3,val_Spatial_Relation_62,Is the boat placed on the truck?,contrast,6.0,val_Spatial_Relation_62_contrast2
val_Spatial_Relation_62_contrast2_rephrased4,val_Spatial_Relation_62,Is the boat located on the truck?,contrast,6.0,val_Spatial_Relation_62_contrast2
val_Spatial_Relation_62_blur1_rephrased1,val_Spatial_Relation_62,Is the boat currently situated on the truck?,blur,8.0,val_Spatial_Relation_62_blur1
val_Spatial_Relation_62_blur1_rephrased2,val_Spatial_Relation_62,Is the boat being transported on the truck?,blur,8.0,val_Spatial_Relation_62_blur1
val_Spatial_Relation_62_blur1_rephrased3,val_Spatial_Relation_62,Is the boat positioned on top of the truck?,blur,8.0,val_Spatial_Relation_62_blur1
val_Spatial_Relation_62_blur1_rephrased4,val_Spatial_Relation_62,Is the boat located on the vehicle that is a truck?,blur,8.0,val_Spatial_Relation_62_blur1
val_Spatial_Relation_62_blur2_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,blur,6.0,val_Spatial_Relation_62_blur2
val_Spatial_Relation_62_blur2_rephrased2,val_Spatial_Relation_62,Is the boat being transported on a truck?,blur,6.0,val_Spatial_Relation_62_blur2
val_Spatial_Relation_62_blur2_rephrased3,val_Spatial_Relation_62,Is the boat positioned on the truck?,blur,6.0,val_Spatial_Relation_62_blur2
val_Spatial_Relation_62_blur2_rephrased4,val_Spatial_Relation_62,Is the boat situated on top of the truck?,blur,6.0,val_Spatial_Relation_62_blur2
val_Spatial_Relation_62_noise1_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,noise,7.0,val_Spatial_Relation_62_noise1
val_Spatial_Relation_62_noise1_rephrased2,val_Spatial_Relation_62,Is the boat situated on top of the truck?,noise,7.0,val_Spatial_Relation_62_noise1
val_Spatial_Relation_62_noise1_rephrased3,val_Spatial_Relation_62,Is the boat positioned on the truck at the moment?,noise,7.0,val_Spatial_Relation_62_noise1
val_Spatial_Relation_62_noise1_rephrased4,val_Spatial_Relation_62,Is the boat placed on the truck?,noise,7.0,val_Spatial_Relation_62_noise1
val_Spatial_Relation_62_noise2_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,noise,8.0,val_Spatial_Relation_62_noise2
val_Spatial_Relation_62_noise2_rephrased2,val_Spatial_Relation_62,Is the truck carrying the boat at the moment?,noise,8.0,val_Spatial_Relation_62_noise2
val_Spatial_Relation_62_noise2_rephrased3,val_Spatial_Relation_62,Is the boat sitting on top of the truck?,noise,8.0,val_Spatial_Relation_62_noise2
val_Spatial_Relation_62_noise2_rephrased4,val_Spatial_Relation_62,Is the boat placed on the truck?,noise,8.0,val_Spatial_Relation_62_noise2
val_Spatial_Relation_62_masking1_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,masking,7.0,val_Spatial_Relation_62_masking1
val_Spatial_Relation_62_masking1_rephrased2,val_Spatial_Relation_62,Is the truck carrying the boat?,masking,7.0,val_Spatial_Relation_62_masking1
val_Spatial_Relation_62_masking1_rephrased3,val_Spatial_Relation_62,Is the boat situated on top of the truck?,masking,7.0,val_Spatial_Relation_62_masking1
val_Spatial_Relation_62_masking1_rephrased4,val_Spatial_Relation_62,Is the boat being transported by the truck?,masking,7.0,val_Spatial_Relation_62_masking1
val_Spatial_Relation_62_masking2_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,masking,8.0,val_Spatial_Relation_62_masking2
val_Spatial_Relation_62_masking2_rephrased2,val_Spatial_Relation_62,Is the boat sitting on top of the truck?,masking,8.0,val_Spatial_Relation_62_masking2
val_Spatial_Relation_62_masking2_rephrased3,val_Spatial_Relation_62,Is the boat positioned on the truck?,masking,8.0,val_Spatial_Relation_62_masking2
val_Spatial_Relation_62_masking2_rephrased4,val_Spatial_Relation_62,Is the boat being transported on the truck?,masking,8.0,val_Spatial_Relation_62_masking2
val_Spatial_Relation_62_rotate1_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,rotate,8.0,val_Spatial_Relation_62_rotate1
val_Spatial_Relation_62_rotate1_rephrased2,val_Spatial_Relation_62,Is the boat situated on top of the truck?,rotate,8.0,val_Spatial_Relation_62_rotate1
val_Spatial_Relation_62_rotate1_rephrased3,val_Spatial_Relation_62,Is the boat placed on the truck?,rotate,8.0,val_Spatial_Relation_62_rotate1
val_Spatial_Relation_62_rotate1_rephrased4,val_Spatial_Relation_62,Is the boat positioned on the truck?,rotate,8.0,val_Spatial_Relation_62_rotate1
val_Spatial_Relation_62_rotate2_rephrased1,val_Spatial_Relation_62,Is the boat currently situated on the truck?,rotate,6.0,val_Spatial_Relation_62_rotate2
val_Spatial_Relation_62_rotate2_rephrased2,val_Spatial_Relation_62,Is the boat positioned on top of the truck?,rotate,6.0,val_Spatial_Relation_62_rotate2
val_Spatial_Relation_62_rotate2_rephrased3,val_Spatial_Relation_62,Is the boat located on the vehicle that is a truck?,rotate,6.0,val_Spatial_Relation_62_rotate2
val_Spatial_Relation_62_rotate2_rephrased4,val_Spatial_Relation_62,Is the boat placed on the truck right now?,rotate,6.0,val_Spatial_Relation_62_rotate2
val_Spatial_Relation_62_shift1_rephrased1,val_Spatial_Relation_62,Is the boat currently positioned on top of the truck?,shift,8.0,val_Spatial_Relation_62_shift1
val_Spatial_Relation_62_shift1_rephrased2,val_Spatial_Relation_62,Is the boat being transported by the truck?,shift,8.0,val_Spatial_Relation_62_shift1
val_Spatial_Relation_62_shift1_rephrased3,val_Spatial_Relation_62,Is the truck carrying the boat?,shift,8.0,val_Spatial_Relation_62_shift1
val_Spatial_Relation_62_shift1_rephrased4,val_Spatial_Relation_62,Is the boat situated on top of the truck at the moment?,shift,8.0,val_Spatial_Relation_62_shift1
val_Spatial_Relation_62_shift2_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,shift,6.0,val_Spatial_Relation_62_shift2
val_Spatial_Relation_62_shift2_rephrased2,val_Spatial_Relation_62,Is the truck carrying the boat?,shift,6.0,val_Spatial_Relation_62_shift2
val_Spatial_Relation_62_shift2_rephrased3,val_Spatial_Relation_62,Is the boat sitting on the truck?,shift,6.0,val_Spatial_Relation_62_shift2
val_Spatial_Relation_62_shift2_rephrased4,val_Spatial_Relation_62,Is the boat being transported by the truck?,shift,6.0,val_Spatial_Relation_62_shift2
val_Spatial_Relation_62_bw1_rephrased1,val_Spatial_Relation_62,Is the boat currently situated on the truck?,bw,,val_Spatial_Relation_62_bw1
val_Spatial_Relation_62_bw1_rephrased2,val_Spatial_Relation_62,Is the boat positioned on the truck?,bw,,val_Spatial_Relation_62_bw1
val_Spatial_Relation_62_bw1_rephrased3,val_Spatial_Relation_62,Is the boat located on the truck?,bw,,val_Spatial_Relation_62_bw1
val_Spatial_Relation_62_bw1_rephrased4,val_Spatial_Relation_62,Is the boat loaded onto the truck?,bw,,val_Spatial_Relation_62_bw1
val_Spatial_Relation_62_bw2_rephrased1,val_Spatial_Relation_62,Is the boat currently located on the truck?,bw,,val_Spatial_Relation_62_bw2
val_Spatial_Relation_62_bw2_rephrased2,val_Spatial_Relation_62,Is the boat situated on the truck?,bw,,val_Spatial_Relation_62_bw2
val_Spatial_Relation_62_bw2_rephrased3,val_Spatial_Relation_62,Is the boat being transported on the truck?,bw,,val_Spatial_Relation_62_bw2
val_Spatial_Relation_62_bw2_rephrased4,val_Spatial_Relation_62,Is the boat positioned on top of the truck?,bw,,val_Spatial_Relation_62_bw2
val_Spatial_Relation_63_contrast1_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned with its front towards the book?,contrast,6.0,val_Spatial_Relation_63_contrast1
val_Spatial_Relation_63_contrast1_rephrased2,val_Spatial_Relation_63,Is the teddy bear oriented with its face towards the book?,contrast,6.0,val_Spatial_Relation_63_contrast1
val_Spatial_Relation_63_contrast1_rephrased3,val_Spatial_Relation_63,Is the teddy bear turned to be facing the book?,contrast,6.0,val_Spatial_Relation_63_contrast1
val_Spatial_Relation_63_contrast1_rephrased4,val_Spatial_Relation_63,Is the teddy bear directed with its front side towards the book?,contrast,6.0,val_Spatial_Relation_63_contrast1
val_Spatial_Relation_63_contrast2_rephrased1,val_Spatial_Relation_63,Is the teddy bear oriented towards the book?,contrast,8.0,val_Spatial_Relation_63_contrast2
val_Spatial_Relation_63_contrast2_rephrased2,val_Spatial_Relation_63,Is the teddy bear positioned in front of the book?,contrast,8.0,val_Spatial_Relation_63_contrast2
val_Spatial_Relation_63_contrast2_rephrased3,val_Spatial_Relation_63,Is the teddy bear facing in the direction of the book?,contrast,8.0,val_Spatial_Relation_63_contrast2
val_Spatial_Relation_63_contrast2_rephrased4,val_Spatial_Relation_63,Is the teddy bear turned towards the book?,contrast,8.0,val_Spatial_Relation_63_contrast2
val_Spatial_Relation_63_blur1_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned with its front side towards the book?,blur,6.0,val_Spatial_Relation_63_blur1
val_Spatial_Relation_63_blur1_rephrased2,val_Spatial_Relation_63,Is the book directly in front of the teddy bear's face?,blur,6.0,val_Spatial_Relation_63_blur1
val_Spatial_Relation_63_blur1_rephrased3,val_Spatial_Relation_63,Is the teddy bear's direction of gaze aimed at the book?,blur,6.0,val_Spatial_Relation_63_blur1
val_Spatial_Relation_63_blur1_rephrased4,val_Spatial_Relation_63,Is the teddy bear oriented so its face is towards the book?,blur,6.0,val_Spatial_Relation_63_blur1
val_Spatial_Relation_63_blur2_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned in a direction towards the book?,blur,8.0,val_Spatial_Relation_63_blur2
val_Spatial_Relation_63_blur2_rephrased2,val_Spatial_Relation_63,Is the teddy bear oriented with its front side towards the book?,blur,8.0,val_Spatial_Relation_63_blur2
val_Spatial_Relation_63_blur2_rephrased3,val_Spatial_Relation_63,Is the teddy bear's face directed towards the book?,blur,8.0,val_Spatial_Relation_63_blur2
val_Spatial_Relation_63_blur2_rephrased4,val_Spatial_Relation_63,Is the teddy bear looking at the book?,blur,8.0,val_Spatial_Relation_63_blur2
val_Spatial_Relation_63_noise1_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned to be looking at the book?,noise,10.0,val_Spatial_Relation_63_noise1
val_Spatial_Relation_63_noise1_rephrased2,val_Spatial_Relation_63,Is the book in the teddy bear's line of sight?,noise,10.0,val_Spatial_Relation_63_noise1
val_Spatial_Relation_63_noise1_rephrased3,val_Spatial_Relation_63,Is the teddy bear oriented to be facing the book?,noise,10.0,val_Spatial_Relation_63_noise1
val_Spatial_Relation_63_noise1_rephrased4,val_Spatial_Relation_63,Is the teddy bear directed towards the book?,noise,10.0,val_Spatial_Relation_63_noise1
val_Spatial_Relation_63_noise2_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned with its front side towards the book?,noise,5.0,val_Spatial_Relation_63_noise2
val_Spatial_Relation_63_noise2_rephrased2,val_Spatial_Relation_63,Does the teddy bear have its face or front side directed towards the book?,noise,5.0,val_Spatial_Relation_63_noise2
val_Spatial_Relation_63_noise2_rephrased3,val_Spatial_Relation_63,Is the teddy bear oriented with its front side in the direction of the book?,noise,5.0,val_Spatial_Relation_63_noise2
val_Spatial_Relation_63_noise2_rephrased4,val_Spatial_Relation_63,Is the teddy bear facing its front side towards the direction of the book?,noise,5.0,val_Spatial_Relation_63_noise2
val_Spatial_Relation_63_masking1_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned in the direction of the book?,masking,10.0,val_Spatial_Relation_63_masking1
val_Spatial_Relation_63_masking1_rephrased2,val_Spatial_Relation_63,Is the book in the same direction as the teddy bear's face?,masking,10.0,val_Spatial_Relation_63_masking1
val_Spatial_Relation_63_masking1_rephrased3,val_Spatial_Relation_63,Is the teddy bear looking towards the book?,masking,10.0,val_Spatial_Relation_63_masking1
val_Spatial_Relation_63_masking1_rephrased4,val_Spatial_Relation_63,Is the face of the teddy bear oriented towards the book?,masking,10.0,val_Spatial_Relation_63_masking1
val_Spatial_Relation_63_masking2_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned to be looking at the book?,masking,5.0,val_Spatial_Relation_63_masking2
val_Spatial_Relation_63_masking2_rephrased2,val_Spatial_Relation_63,Is the book directly in front of the teddy bear?,masking,5.0,val_Spatial_Relation_63_masking2
val_Spatial_Relation_63_masking2_rephrased3,val_Spatial_Relation_63,Is the teddy bear oriented towards the book?,masking,5.0,val_Spatial_Relation_63_masking2
val_Spatial_Relation_63_masking2_rephrased4,val_Spatial_Relation_63,Is the teddy bear turned towards the book?,masking,5.0,val_Spatial_Relation_63_masking2
val_Spatial_Relation_63_rotate1_rephrased1,val_Spatial_Relation_63,Is the teddy bear oriented towards the book?,rotate,6.0,val_Spatial_Relation_63_rotate1
val_Spatial_Relation_63_rotate1_rephrased2,val_Spatial_Relation_63,Is the teddy bear positioned in a direction towards the book?,rotate,6.0,val_Spatial_Relation_63_rotate1
val_Spatial_Relation_63_rotate1_rephrased3,val_Spatial_Relation_63,Is the teddy bear facing in the direction of the book?,rotate,6.0,val_Spatial_Relation_63_rotate1
val_Spatial_Relation_63_rotate1_rephrased4,val_Spatial_Relation_63,Is the teddy bear turned towards the book?,rotate,6.0,val_Spatial_Relation_63_rotate1
val_Spatial_Relation_63_rotate2_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned to be looking at the book?,rotate,8.0,val_Spatial_Relation_63_rotate2
val_Spatial_Relation_63_rotate2_rephrased2,val_Spatial_Relation_63,Is the teddy bear oriented to be facing the book?,rotate,8.0,val_Spatial_Relation_63_rotate2
val_Spatial_Relation_63_rotate2_rephrased3,val_Spatial_Relation_63,Is the teddy bear directed towards the book?,rotate,8.0,val_Spatial_Relation_63_rotate2
val_Spatial_Relation_63_rotate2_rephrased4,val_Spatial_Relation_63,Is the teddy bear turned to be facing the book?,rotate,8.0,val_Spatial_Relation_63_rotate2
val_Spatial_Relation_63_shift1_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned to be directly in front of the book?,shift,6.0,val_Spatial_Relation_63_shift1
val_Spatial_Relation_63_shift1_rephrased2,val_Spatial_Relation_63,Is the teddy bear looking at the book from the front?,shift,6.0,val_Spatial_Relation_63_shift1
val_Spatial_Relation_63_shift1_rephrased3,val_Spatial_Relation_63,Is the teddy bear oriented to be facing the book?,shift,6.0,val_Spatial_Relation_63_shift1
val_Spatial_Relation_63_shift1_rephrased4,val_Spatial_Relation_63,Is the teddy bear directed towards the book?,shift,6.0,val_Spatial_Relation_63_shift1
val_Spatial_Relation_63_shift2_rephrased1,val_Spatial_Relation_63,Is the teddy bear oriented towards the book?,shift,8.0,val_Spatial_Relation_63_shift2
val_Spatial_Relation_63_shift2_rephrased2,val_Spatial_Relation_63,Is the book directly in front of the teddy bear?,shift,8.0,val_Spatial_Relation_63_shift2
val_Spatial_Relation_63_shift2_rephrased3,val_Spatial_Relation_63,Is the teddy bear positioned to be looking at the book?,shift,8.0,val_Spatial_Relation_63_shift2
val_Spatial_Relation_63_shift2_rephrased4,val_Spatial_Relation_63,Is the teddy bear facing in the direction of the book?,shift,8.0,val_Spatial_Relation_63_shift2
val_Spatial_Relation_63_bw1_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned with its front towards the book?,bw,,val_Spatial_Relation_63_bw1
val_Spatial_Relation_63_bw1_rephrased2,val_Spatial_Relation_63,Does the teddy bear have its face directed at the book?,bw,,val_Spatial_Relation_63_bw1
val_Spatial_Relation_63_bw1_rephrased3,val_Spatial_Relation_63,Is the teddy bear looking at the book?,bw,,val_Spatial_Relation_63_bw1
val_Spatial_Relation_63_bw1_rephrased4,val_Spatial_Relation_63,Is the teddy bear's front side turned towards the book?,bw,,val_Spatial_Relation_63_bw1
val_Spatial_Relation_63_bw2_rephrased1,val_Spatial_Relation_63,Is the teddy bear positioned with its front towards the book?,bw,,val_Spatial_Relation_63_bw2
val_Spatial_Relation_63_bw2_rephrased2,val_Spatial_Relation_63,Is the teddy bear looking at the book from the front?,bw,,val_Spatial_Relation_63_bw2
val_Spatial_Relation_63_bw2_rephrased3,val_Spatial_Relation_63,Is the teddy bear's face directed towards the book?,bw,,val_Spatial_Relation_63_bw2
val_Spatial_Relation_63_bw2_rephrased4,val_Spatial_Relation_63,Is the teddy bear oriented with its face towards the book?,bw,,val_Spatial_Relation_63_bw2
val_Spatial_Relation_64_contrast1_rephrased1,val_Spatial_Relation_64,Is the hair dryer located on the chair?,contrast,8.0,val_Spatial_Relation_64_contrast1
val_Spatial_Relation_64_contrast1_rephrased2,val_Spatial_Relation_64,Is there a hair dryer sitting on the chair?,contrast,8.0,val_Spatial_Relation_64_contrast1
val_Spatial_Relation_64_contrast1_rephrased3,val_Spatial_Relation_64,Is the chair occupied by a hair dryer?,contrast,8.0,val_Spatial_Relation_64_contrast1
val_Spatial_Relation_64_contrast1_rephrased4,val_Spatial_Relation_64,Is a hair dryer placed on the chair?,contrast,8.0,val_Spatial_Relation_64_contrast1
val_Spatial_Relation_64_contrast2_rephrased1,val_Spatial_Relation_64,Is there a hair dryer located on the chair?,contrast,3.0,val_Spatial_Relation_64_contrast2
val_Spatial_Relation_64_contrast2_rephrased2,val_Spatial_Relation_64,Is the chair occupied by a hair dryer?,contrast,3.0,val_Spatial_Relation_64_contrast2
val_Spatial_Relation_64_contrast2_rephrased3,val_Spatial_Relation_64,Is a hair dryer positioned on the chair?,contrast,3.0,val_Spatial_Relation_64_contrast2
val_Spatial_Relation_64_contrast2_rephrased4,val_Spatial_Relation_64,Is the chair where the hair dryer is located?,contrast,3.0,val_Spatial_Relation_64_contrast2
